LAST SEEN   TYPE     REASON      OBJECT                       MESSAGE
26s         Normal   Scheduled   pod/nettest                  Successfully assigned minishop/nettest to minikube
25s         Normal   Pulled      pod/nettest                  Container image "busybox:1.36" already present on machine
25s         Normal   Created     pod/nettest                  Created container: nettest
25s         Normal   Started     pod/nettest                  Started container nettest
20s         Normal   Scheduled   pod/fortio-warmup-f7ad20e4   Successfully assigned minishop/fortio-warmup-f7ad20e4 to minikube
18s         Normal   Pulling     pod/fortio-warmup-f7ad20e4   Pulling image "fortio/fortio:latest"
17s         Normal   Pulled      pod/fortio-warmup-f7ad20e4   Successfully pulled image "fortio/fortio:latest" in 1.49s (1.49s including waiting). Image size: 19001528 bytes.
17s         Normal   Created     pod/fortio-warmup-f7ad20e4   Created container: fortio-warmup-f7ad20e4
16s         Normal   Started     pod/fortio-warmup-f7ad20e4   Started container fortio-warmup-f7ad20e4
3s          Normal   Scheduled   pod/fortio-low-1-de61f0c5    Successfully assigned minishop/fortio-low-1-de61f0c5 to minikube
2s          Normal   Pulling     pod/fortio-low-1-de61f0c5    Pulling image "fortio/fortio:latest"
