LAST SEEN   TYPE      REASON              OBJECT                                  MESSAGE
21m         Normal    Scheduled           pod/nettest                             Successfully assigned minishop/nettest to minikube
21m         Normal    Started             pod/nettest                             Started container nettest
21m         Normal    Created             pod/nettest                             Created container: nettest
21m         Normal    Pulled              pod/nettest                             Container image "busybox:1.36" already present on machine
13m         Normal    Scheduled           pod/nettest                             Successfully assigned minishop/nettest to minikube
13m         Normal    Created             pod/nettest                             Created container: nettest
13m         Normal    Started             pod/nettest                             Started container nettest
13m         Normal    Pulled              pod/nettest                             Container image "busybox:1.36" already present on machine
13m         Normal    Scheduled           pod/nettest                             Successfully assigned minishop/nettest to minikube
13m         Normal    Created             pod/nettest                             Created container: nettest
13m         Normal    Pulled              pod/nettest                             Container image "busybox:1.36" already present on machine
13m         Normal    Started             pod/nettest                             Started container nettest
13m         Normal    Scheduled           pod/fortio-ae906b5d                     Successfully assigned minishop/fortio-ae906b5d to minikube
13m         Normal    Created             pod/fortio-ae906b5d                     Created container: fortio-ae906b5d
13m         Normal    Pulled              pod/fortio-ae906b5d                     Container image "fortio/fortio:1.63.0" already present on machine
13m         Normal    Started             pod/fortio-ae906b5d                     Started container fortio-ae906b5d
13m         Normal    Scheduled           pod/fortio-5b61d8ca                     Successfully assigned minishop/fortio-5b61d8ca to minikube
13m         Normal    Pulled              pod/fortio-5b61d8ca                     Container image "fortio/fortio:1.63.0" already present on machine
13m         Normal    Created             pod/fortio-5b61d8ca                     Created container: fortio-5b61d8ca
13m         Normal    Started             pod/fortio-5b61d8ca                     Started container fortio-5b61d8ca
12m         Normal    Scheduled           pod/fortio-de25b071                     Successfully assigned minishop/fortio-de25b071 to minikube
12m         Normal    Pulled              pod/fortio-de25b071                     Container image "fortio/fortio:1.63.0" already present on machine
12m         Normal    Started             pod/fortio-de25b071                     Started container fortio-de25b071
12m         Normal    Created             pod/fortio-de25b071                     Created container: fortio-de25b071
12m         Normal    Scheduled           pod/fortio-a06f7d81                     Successfully assigned minishop/fortio-a06f7d81 to minikube
12m         Normal    Started             pod/fortio-a06f7d81                     Started container fortio-a06f7d81
12m         Normal    Created             pod/fortio-a06f7d81                     Created container: fortio-a06f7d81
12m         Normal    Pulled              pod/fortio-a06f7d81                     Container image "fortio/fortio:1.63.0" already present on machine
11m         Normal    Scheduled           pod/fortio-71edca08                     Successfully assigned minishop/fortio-71edca08 to minikube
11m         Normal    Created             pod/fortio-71edca08                     Created container: fortio-71edca08
11m         Normal    Started             pod/fortio-71edca08                     Started container fortio-71edca08
11m         Normal    Pulled              pod/fortio-71edca08                     Container image "fortio/fortio:1.63.0" already present on machine
11m         Normal    Scheduled           pod/fortio-036dab72                     Successfully assigned minishop/fortio-036dab72 to minikube
11m         Normal    Pulled              pod/fortio-036dab72                     Container image "fortio/fortio:1.63.0" already present on machine
11m         Normal    Created             pod/fortio-036dab72                     Created container: fortio-036dab72
11m         Normal    Started             pod/fortio-036dab72                     Started container fortio-036dab72
10m         Normal    Scheduled           pod/fortio-fe80b693                     Successfully assigned minishop/fortio-fe80b693 to minikube
10m         Normal    Pulled              pod/fortio-fe80b693                     Container image "fortio/fortio:1.63.0" already present on machine
10m         Normal    Started             pod/fortio-fe80b693                     Started container fortio-fe80b693
10m         Normal    Created             pod/fortio-fe80b693                     Created container: fortio-fe80b693
10m         Normal    Scheduled           pod/fortio-fca4d6e0                     Successfully assigned minishop/fortio-fca4d6e0 to minikube
10m         Normal    Pulled              pod/fortio-fca4d6e0                     Container image "fortio/fortio:1.63.0" already present on machine
10m         Normal    Created             pod/fortio-fca4d6e0                     Created container: fortio-fca4d6e0
10m         Normal    Started             pod/fortio-fca4d6e0                     Started container fortio-fca4d6e0
9m52s       Normal    Scheduled           pod/fortio-2e5704fc                     Successfully assigned minishop/fortio-2e5704fc to minikube
9m52s       Normal    Pulled              pod/fortio-2e5704fc                     Container image "fortio/fortio:1.63.0" already present on machine
9m52s       Normal    Started             pod/fortio-2e5704fc                     Started container fortio-2e5704fc
9m52s       Normal    Created             pod/fortio-2e5704fc                     Created container: fortio-2e5704fc
9m41s       Normal    Scheduled           pod/fortio-19ecaf76                     Successfully assigned minishop/fortio-19ecaf76 to minikube
9m41s       Normal    Pulled              pod/fortio-19ecaf76                     Container image "fortio/fortio:1.63.0" already present on machine
9m40s       Normal    Started             pod/fortio-19ecaf76                     Started container fortio-19ecaf76
9m40s       Normal    Created             pod/fortio-19ecaf76                     Created container: fortio-19ecaf76
8m59s       Normal    Scheduled           pod/fortio-143ce05a                     Successfully assigned minishop/fortio-143ce05a to minikube
8m59s       Normal    Started             pod/fortio-143ce05a                     Started container fortio-143ce05a
8m59s       Normal    Pulled              pod/fortio-143ce05a                     Container image "fortio/fortio:1.63.0" already present on machine
8m59s       Normal    Created             pod/fortio-143ce05a                     Created container: fortio-143ce05a
8m49s       Normal    Scheduled           pod/fortio-fe5b712a                     Successfully assigned minishop/fortio-fe5b712a to minikube
8m49s       Normal    Created             pod/fortio-fe5b712a                     Created container: fortio-fe5b712a
8m49s       Normal    Started             pod/fortio-fe5b712a                     Started container fortio-fe5b712a
8m49s       Normal    Pulled              pod/fortio-fe5b712a                     Container image "fortio/fortio:1.63.0" already present on machine
8m8s        Normal    Scheduled           pod/fortio-978f51a2                     Successfully assigned minishop/fortio-978f51a2 to minikube
8m8s        Normal    Pulled              pod/fortio-978f51a2                     Container image "fortio/fortio:1.63.0" already present on machine
8m8s        Normal    Created             pod/fortio-978f51a2                     Created container: fortio-978f51a2
8m8s        Normal    Started             pod/fortio-978f51a2                     Started container fortio-978f51a2
7m59s       Normal    Scheduled           pod/fortio-92e54f87                     Successfully assigned minishop/fortio-92e54f87 to minikube
7m59s       Normal    Created             pod/fortio-92e54f87                     Created container: fortio-92e54f87
7m59s       Normal    Pulled              pod/fortio-92e54f87                     Container image "fortio/fortio:1.63.0" already present on machine
7m58s       Normal    Started             pod/fortio-92e54f87                     Started container fortio-92e54f87
7m17s       Normal    Scheduled           pod/fortio-e95fc817                     Successfully assigned minishop/fortio-e95fc817 to minikube
7m17s       Normal    Pulled              pod/fortio-e95fc817                     Container image "fortio/fortio:1.63.0" already present on machine
7m17s       Normal    Created             pod/fortio-e95fc817                     Created container: fortio-e95fc817
7m16s       Normal    Started             pod/fortio-e95fc817                     Started container fortio-e95fc817
7m7s        Normal    Scheduled           pod/fortio-f564c2d3                     Successfully assigned minishop/fortio-f564c2d3 to minikube
7m7s        Normal    Created             pod/fortio-f564c2d3                     Created container: fortio-f564c2d3
7m7s        Normal    Pulled              pod/fortio-f564c2d3                     Container image "fortio/fortio:1.63.0" already present on machine
7m7s        Normal    Started             pod/fortio-f564c2d3                     Started container fortio-f564c2d3
6m26s       Normal    Scheduled           pod/fortio-02af395d                     Successfully assigned minishop/fortio-02af395d to minikube
6m26s       Normal    Pulled              pod/fortio-02af395d                     Container image "fortio/fortio:1.63.0" already present on machine
6m25s       Normal    Started             pod/fortio-02af395d                     Started container fortio-02af395d
6m25s       Normal    Created             pod/fortio-02af395d                     Created container: fortio-02af395d
6m16s       Normal    Scheduled           pod/fortio-1fdb3e76                     Successfully assigned minishop/fortio-1fdb3e76 to minikube
6m16s       Normal    Created             pod/fortio-1fdb3e76                     Created container: fortio-1fdb3e76
6m16s       Normal    Pulled              pod/fortio-1fdb3e76                     Container image "fortio/fortio:1.63.0" already present on machine
6m15s       Normal    Started             pod/fortio-1fdb3e76                     Started container fortio-1fdb3e76
5m34s       Normal    Scheduled           pod/nettest                             Successfully assigned minishop/nettest to minikube
5m33s       Normal    Created             pod/nettest                             Created container: nettest
5m33s       Normal    Started             pod/nettest                             Started container nettest
5m33s       Normal    Pulled              pod/nettest                             Container image "busybox:1.36" already present on machine
5m28s       Normal    Scheduled           pod/fortio-b1572f9c                     Successfully assigned minishop/fortio-b1572f9c to minikube
5m28s       Normal    Pulled              pod/fortio-b1572f9c                     Container image "fortio/fortio:1.63.0" already present on machine
5m28s       Normal    Created             pod/fortio-b1572f9c                     Created container: fortio-b1572f9c
5m27s       Normal    Started             pod/fortio-b1572f9c                     Started container fortio-b1572f9c
5m21s       Normal    SuccessfulRescale   horizontalpodautoscaler/gateway-hpa     New size: 3; reason: cpu resource utilization (percentage of request) above target
5m20s       Normal    Scheduled           pod/gateway-service-68ff9dfb68-4l79c    Successfully assigned minishop/gateway-service-68ff9dfb68-4l79c to minikube
5m21s       Normal    SuccessfulCreate    replicaset/gateway-service-68ff9dfb68   Created pod: gateway-service-68ff9dfb68-4l79c
5m21s       Normal    SuccessfulCreate    replicaset/gateway-service-68ff9dfb68   Created pod: gateway-service-68ff9dfb68-hvzqb
5m21s       Normal    ScalingReplicaSet   deployment/gateway-service              Scaled up replica set gateway-service-68ff9dfb68 from 1 to 3
5m20s       Normal    Scheduled           pod/gateway-service-68ff9dfb68-hvzqb    Successfully assigned minishop/gateway-service-68ff9dfb68-hvzqb to minikube
5m19s       Normal    Created             pod/gateway-service-68ff9dfb68-4l79c    Created container: gateway-service
5m19s       Normal    Created             pod/gateway-service-68ff9dfb68-hvzqb    Created container: gateway-service
5m19s       Normal    Pulled              pod/gateway-service-68ff9dfb68-hvzqb    Container image "minishop/gateway-service:0.1" already present on machine
5m19s       Normal    Pulled              pod/gateway-service-68ff9dfb68-4l79c    Container image "minishop/gateway-service:0.1" already present on machine
5m18s       Normal    Started             pod/gateway-service-68ff9dfb68-4l79c    Started container gateway-service
5m18s       Normal    Started             pod/gateway-service-68ff9dfb68-hvzqb    Started container gateway-service
5m17s       Normal    Scheduled           pod/fortio-5f081bad                     Successfully assigned minishop/fortio-5f081bad to minikube
5m17s       Normal    Created             pod/fortio-5f081bad                     Created container: fortio-5f081bad
5m17s       Normal    Started             pod/fortio-5f081bad                     Started container fortio-5f081bad
5m17s       Normal    Pulled              pod/fortio-5f081bad                     Container image "fortio/fortio:1.63.0" already present on machine
4m35s       Warning   Unhealthy           pod/gateway-service-68ff9dfb68-4l79c    Startup probe failed: Get "http://10.244.2.212:8081/actuator/health": dial tcp 10.244.2.212:8081: connect: connection refused
4m35s       Warning   Unhealthy           pod/gateway-service-68ff9dfb68-hvzqb    Startup probe failed: Get "http://10.244.2.213:8081/actuator/health": dial tcp 10.244.2.213:8081: connect: connection refused
4m34s       Normal    Scheduled           pod/fortio-368fabc0                     Successfully assigned minishop/fortio-368fabc0 to minikube
4m34s       Normal    Started             pod/fortio-368fabc0                     Started container fortio-368fabc0
4m34s       Normal    Created             pod/fortio-368fabc0                     Created container: fortio-368fabc0
4m34s       Normal    Pulled              pod/fortio-368fabc0                     Container image "fortio/fortio:1.63.0" already present on machine
4m29s       Warning   Unhealthy           pod/gateway-service-68ff9dfb68-4l79c    Startup probe failed: Get "http://10.244.2.212:8081/actuator/health": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
4m29s       Warning   Unhealthy           pod/gateway-service-68ff9dfb68-hvzqb    Startup probe failed: Get "http://10.244.2.213:8081/actuator/health": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
4m23s       Normal    Scheduled           pod/fortio-a26ed17b                     Successfully assigned minishop/fortio-a26ed17b to minikube
4m23s       Normal    Pulled              pod/fortio-a26ed17b                     Container image "fortio/fortio:1.63.0" already present on machine
4m22s       Normal    Created             pod/fortio-a26ed17b                     Created container: fortio-a26ed17b
4m22s       Normal    Started             pod/fortio-a26ed17b                     Started container fortio-a26ed17b
3m39s       Normal    Scheduled           pod/fortio-caebd375                     Successfully assigned minishop/fortio-caebd375 to minikube
3m39s       Normal    Started             pod/fortio-caebd375                     Started container fortio-caebd375
3m39s       Normal    Created             pod/fortio-caebd375                     Created container: fortio-caebd375
3m39s       Normal    Pulled              pod/fortio-caebd375                     Container image "fortio/fortio:1.63.0" already present on machine
3m28s       Normal    Scheduled           pod/fortio-f31489d2                     Successfully assigned minishop/fortio-f31489d2 to minikube
3m28s       Normal    Pulled              pod/fortio-f31489d2                     Container image "fortio/fortio:1.63.0" already present on machine
3m28s       Normal    Created             pod/fortio-f31489d2                     Created container: fortio-f31489d2
3m27s       Normal    Started             pod/fortio-f31489d2                     Started container fortio-f31489d2
2m47s       Normal    Scheduled           pod/fortio-cf8b7029                     Successfully assigned minishop/fortio-cf8b7029 to minikube
2m46s       Normal    Created             pod/fortio-cf8b7029                     Created container: fortio-cf8b7029
2m46s       Normal    Pulled              pod/fortio-cf8b7029                     Container image "fortio/fortio:1.63.0" already present on machine
2m45s       Normal    Started             pod/fortio-cf8b7029                     Started container fortio-cf8b7029
2m35s       Normal    Scheduled           pod/fortio-20ac5814                     Successfully assigned minishop/fortio-20ac5814 to minikube
2m35s       Normal    Pulled              pod/fortio-20ac5814                     Container image "fortio/fortio:1.63.0" already present on machine
2m35s       Normal    Created             pod/fortio-20ac5814                     Created container: fortio-20ac5814
2m35s       Normal    Started             pod/fortio-20ac5814                     Started container fortio-20ac5814
2m19s       Normal    Scheduled           pod/gateway-service-68ff9dfb68-89grp    Successfully assigned minishop/gateway-service-68ff9dfb68-89grp to minikube
2m20s       Normal    SuccessfulCreate    replicaset/gateway-service-68ff9dfb68   Created pod: gateway-service-68ff9dfb68-z6rgf
2m20s       Normal    SuccessfulCreate    replicaset/gateway-service-68ff9dfb68   Created pod: gateway-service-68ff9dfb68-89grp
2m20s       Normal    SuccessfulCreate    replicaset/gateway-service-68ff9dfb68   Created pod: gateway-service-68ff9dfb68-4ppdj
2m19s       Normal    Scheduled           pod/gateway-service-68ff9dfb68-z6rgf    Successfully assigned minishop/gateway-service-68ff9dfb68-z6rgf to minikube
2m20s       Normal    SuccessfulRescale   horizontalpodautoscaler/gateway-hpa     New size: 6; reason: cpu resource utilization (percentage of request) above target
2m20s       Normal    ScalingReplicaSet   deployment/gateway-service              Scaled up replica set gateway-service-68ff9dfb68 from 3 to 6
2m19s       Normal    Scheduled           pod/gateway-service-68ff9dfb68-4ppdj    Successfully assigned minishop/gateway-service-68ff9dfb68-4ppdj to minikube
2m18s       Normal    Pulled              pod/gateway-service-68ff9dfb68-4ppdj    Container image "minishop/gateway-service:0.1" already present on machine
2m18s       Normal    Pulled              pod/gateway-service-68ff9dfb68-89grp    Container image "minishop/gateway-service:0.1" already present on machine
2m18s       Normal    Created             pod/gateway-service-68ff9dfb68-4ppdj    Created container: gateway-service
2m18s       Normal    Pulled              pod/gateway-service-68ff9dfb68-z6rgf    Container image "minishop/gateway-service:0.1" already present on machine
2m18s       Normal    Created             pod/gateway-service-68ff9dfb68-z6rgf    Created container: gateway-service
2m18s       Normal    Created             pod/gateway-service-68ff9dfb68-89grp    Created container: gateway-service
2m17s       Normal    Started             pod/gateway-service-68ff9dfb68-89grp    Started container gateway-service
2m17s       Normal    Started             pod/gateway-service-68ff9dfb68-z6rgf    Started container gateway-service
2m17s       Normal    Started             pod/gateway-service-68ff9dfb68-4ppdj    Started container gateway-service
80s         Warning   Unhealthy           pod/gateway-service-68ff9dfb68-z6rgf    Startup probe failed: Get "http://10.244.2.221:8081/actuator/health": dial tcp 10.244.2.221:8081: connect: connection refused
80s         Warning   Unhealthy           pod/gateway-service-68ff9dfb68-4ppdj    Startup probe failed: Get "http://10.244.2.223:8081/actuator/health": dial tcp 10.244.2.223:8081: connect: connection refused
80s         Warning   Unhealthy           pod/gateway-service-68ff9dfb68-89grp    Startup probe failed: Get "http://10.244.2.222:8081/actuator/health": dial tcp 10.244.2.222:8081: connect: connection refused
105s        Normal    Scheduled           pod/fortio-16704acf                     Successfully assigned minishop/fortio-16704acf to minikube
105s        Normal    Pulled              pod/fortio-16704acf                     Container image "fortio/fortio:1.63.0" already present on machine
104s        Normal    Started             pod/fortio-16704acf                     Started container fortio-16704acf
104s        Normal    Created             pod/fortio-16704acf                     Created container: fortio-16704acf
93s         Normal    Scheduled           pod/fortio-d634eaf1                     Successfully assigned minishop/fortio-d634eaf1 to minikube
92s         Normal    Started             pod/fortio-d634eaf1                     Started container fortio-d634eaf1
92s         Normal    Created             pod/fortio-d634eaf1                     Created container: fortio-d634eaf1
