timestamp,namespace,pod,cpu(m),memory(Mi)
2026-01-24T04:48:12,minishop,gateway-service-68ff9dfb68-4l79c,84,171
2026-01-24T04:48:12,minishop,gateway-service-68ff9dfb68-4ppdj,125,170
2026-01-24T04:48:12,minishop,gateway-service-68ff9dfb68-89grp,89,164
2026-01-24T04:48:12,minishop,gateway-service-68ff9dfb68-hvzqb,72,167
2026-01-24T04:48:12,minishop,gateway-service-68ff9dfb68-kmm59,35,191
2026-01-24T04:48:12,minishop,gateway-service-68ff9dfb68-z6rgf,156,168
2026-01-24T04:48:12,minishop,order-service-578dc67d78-bffmv,7,158
2026-01-24T04:48:12,minishop,product-service-5b66b9564b-h8x4v,56,163
2026-01-24T04:48:15,minishop,gateway-service-68ff9dfb68-4l79c,84,171
2026-01-24T04:48:15,minishop,gateway-service-68ff9dfb68-4ppdj,125,170
2026-01-24T04:48:15,minishop,gateway-service-68ff9dfb68-89grp,89,164
2026-01-24T04:48:15,minishop,gateway-service-68ff9dfb68-hvzqb,72,167
2026-01-24T04:48:15,minishop,gateway-service-68ff9dfb68-kmm59,35,191
2026-01-24T04:48:15,minishop,gateway-service-68ff9dfb68-z6rgf,156,168
2026-01-24T04:48:15,minishop,order-service-578dc67d78-bffmv,7,158
2026-01-24T04:48:15,minishop,product-service-5b66b9564b-h8x4v,56,163
2026-01-24T04:48:17,minishop,gateway-service-68ff9dfb68-4l79c,84,171
2026-01-24T04:48:17,minishop,gateway-service-68ff9dfb68-4ppdj,125,170
2026-01-24T04:48:17,minishop,gateway-service-68ff9dfb68-89grp,89,164
2026-01-24T04:48:17,minishop,gateway-service-68ff9dfb68-hvzqb,72,167
2026-01-24T04:48:17,minishop,gateway-service-68ff9dfb68-kmm59,35,191
2026-01-24T04:48:17,minishop,gateway-service-68ff9dfb68-z6rgf,156,168
2026-01-24T04:48:17,minishop,order-service-578dc67d78-bffmv,7,158
2026-01-24T04:48:17,minishop,product-service-5b66b9564b-h8x4v,56,163
2026-01-24T04:48:20,minishop,gateway-service-68ff9dfb68-4l79c,84,171
2026-01-24T04:48:20,minishop,gateway-service-68ff9dfb68-4ppdj,125,170
2026-01-24T04:48:20,minishop,gateway-service-68ff9dfb68-89grp,89,164
2026-01-24T04:48:20,minishop,gateway-service-68ff9dfb68-hvzqb,72,167
2026-01-24T04:48:20,minishop,gateway-service-68ff9dfb68-kmm59,35,191
2026-01-24T04:48:20,minishop,gateway-service-68ff9dfb68-z6rgf,156,168
2026-01-24T04:48:20,minishop,order-service-578dc67d78-bffmv,7,158
2026-01-24T04:48:20,minishop,product-service-5b66b9564b-h8x4v,56,163
2026-01-24T04:48:23,minishop,gateway-service-68ff9dfb68-4l79c,84,171
2026-01-24T04:48:23,minishop,gateway-service-68ff9dfb68-4ppdj,125,170
2026-01-24T04:48:23,minishop,gateway-service-68ff9dfb68-89grp,89,164
2026-01-24T04:48:23,minishop,gateway-service-68ff9dfb68-hvzqb,72,167
2026-01-24T04:48:23,minishop,gateway-service-68ff9dfb68-kmm59,35,191
2026-01-24T04:48:23,minishop,gateway-service-68ff9dfb68-z6rgf,156,168
2026-01-24T04:48:23,minishop,order-service-578dc67d78-bffmv,7,158
2026-01-24T04:48:23,minishop,product-service-5b66b9564b-h8x4v,56,163
2026-01-24T04:48:25,minishop,gateway-service-68ff9dfb68-4l79c,84,171
2026-01-24T04:48:25,minishop,gateway-service-68ff9dfb68-4ppdj,125,170
2026-01-24T04:48:25,minishop,gateway-service-68ff9dfb68-89grp,89,164
2026-01-24T04:48:25,minishop,gateway-service-68ff9dfb68-hvzqb,72,167
2026-01-24T04:48:25,minishop,gateway-service-68ff9dfb68-kmm59,35,191
2026-01-24T04:48:25,minishop,gateway-service-68ff9dfb68-z6rgf,156,168
2026-01-24T04:48:25,minishop,order-service-578dc67d78-bffmv,7,158
2026-01-24T04:48:25,minishop,product-service-5b66b9564b-h8x4v,56,163
2026-01-24T04:48:28,minishop,gateway-service-68ff9dfb68-4l79c,84,171
2026-01-24T04:48:28,minishop,gateway-service-68ff9dfb68-4ppdj,125,170
2026-01-24T04:48:28,minishop,gateway-service-68ff9dfb68-89grp,89,164
2026-01-24T04:48:28,minishop,gateway-service-68ff9dfb68-hvzqb,72,167
2026-01-24T04:48:28,minishop,gateway-service-68ff9dfb68-kmm59,35,191
2026-01-24T04:48:28,minishop,gateway-service-68ff9dfb68-z6rgf,156,168
2026-01-24T04:48:28,minishop,order-service-578dc67d78-bffmv,7,158
2026-01-24T04:48:28,minishop,product-service-5b66b9564b-h8x4v,56,163
2026-01-24T04:48:30,minishop,gateway-service-68ff9dfb68-4l79c,84,171
2026-01-24T04:48:30,minishop,gateway-service-68ff9dfb68-4ppdj,125,170
2026-01-24T04:48:30,minishop,gateway-service-68ff9dfb68-89grp,89,164
2026-01-24T04:48:30,minishop,gateway-service-68ff9dfb68-hvzqb,72,167
2026-01-24T04:48:30,minishop,gateway-service-68ff9dfb68-kmm59,35,191
2026-01-24T04:48:30,minishop,gateway-service-68ff9dfb68-z6rgf,156,168
2026-01-24T04:48:30,minishop,order-service-578dc67d78-bffmv,7,158
2026-01-24T04:48:30,minishop,product-service-5b66b9564b-h8x4v,56,163
2026-01-24T04:48:33,minishop,gateway-service-68ff9dfb68-4l79c,84,171
2026-01-24T04:48:33,minishop,gateway-service-68ff9dfb68-4ppdj,125,170
2026-01-24T04:48:33,minishop,gateway-service-68ff9dfb68-89grp,89,164
2026-01-24T04:48:33,minishop,gateway-service-68ff9dfb68-hvzqb,72,167
2026-01-24T04:48:33,minishop,gateway-service-68ff9dfb68-kmm59,35,191
2026-01-24T04:48:33,minishop,gateway-service-68ff9dfb68-z6rgf,156,168
2026-01-24T04:48:33,minishop,order-service-578dc67d78-bffmv,7,158
2026-01-24T04:48:33,minishop,product-service-5b66b9564b-h8x4v,56,163
2026-01-24T04:48:36,minishop,gateway-service-68ff9dfb68-4l79c,84,171
2026-01-24T04:48:36,minishop,gateway-service-68ff9dfb68-4ppdj,125,170
2026-01-24T04:48:36,minishop,gateway-service-68ff9dfb68-89grp,89,164
2026-01-24T04:48:36,minishop,gateway-service-68ff9dfb68-hvzqb,72,167
2026-01-24T04:48:36,minishop,gateway-service-68ff9dfb68-kmm59,35,191
2026-01-24T04:48:36,minishop,gateway-service-68ff9dfb68-z6rgf,156,168
2026-01-24T04:48:36,minishop,order-service-578dc67d78-bffmv,7,158
2026-01-24T04:48:36,minishop,product-service-5b66b9564b-h8x4v,56,163
2026-01-24T04:48:38,minishop,gateway-service-68ff9dfb68-4l79c,84,171
2026-01-24T04:48:38,minishop,gateway-service-68ff9dfb68-4ppdj,125,170
2026-01-24T04:48:38,minishop,gateway-service-68ff9dfb68-89grp,89,164
2026-01-24T04:48:38,minishop,gateway-service-68ff9dfb68-hvzqb,72,167
2026-01-24T04:48:38,minishop,gateway-service-68ff9dfb68-kmm59,35,191
2026-01-24T04:48:38,minishop,gateway-service-68ff9dfb68-z6rgf,156,168
2026-01-24T04:48:38,minishop,order-service-578dc67d78-bffmv,7,158
2026-01-24T04:48:38,minishop,product-service-5b66b9564b-h8x4v,56,163
2026-01-24T04:48:41,minishop,gateway-service-68ff9dfb68-4l79c,84,171
2026-01-24T04:48:41,minishop,gateway-service-68ff9dfb68-4ppdj,125,170
2026-01-24T04:48:41,minishop,gateway-service-68ff9dfb68-89grp,89,164
2026-01-24T04:48:41,minishop,gateway-service-68ff9dfb68-hvzqb,72,167
2026-01-24T04:48:41,minishop,gateway-service-68ff9dfb68-kmm59,35,191
2026-01-24T04:48:41,minishop,gateway-service-68ff9dfb68-z6rgf,156,168
2026-01-24T04:48:41,minishop,order-service-578dc67d78-bffmv,7,158
2026-01-24T04:48:41,minishop,product-service-5b66b9564b-h8x4v,56,163
2026-01-24T04:48:44,minishop,gateway-service-68ff9dfb68-4l79c,84,171
2026-01-24T04:48:44,minishop,gateway-service-68ff9dfb68-4ppdj,125,170
2026-01-24T04:48:44,minishop,gateway-service-68ff9dfb68-89grp,89,164
2026-01-24T04:48:44,minishop,gateway-service-68ff9dfb68-hvzqb,72,167
2026-01-24T04:48:44,minishop,gateway-service-68ff9dfb68-kmm59,35,191
2026-01-24T04:48:44,minishop,gateway-service-68ff9dfb68-z6rgf,156,168
2026-01-24T04:48:44,minishop,order-service-578dc67d78-bffmv,7,158
2026-01-24T04:48:44,minishop,product-service-5b66b9564b-h8x4v,56,163
2026-01-24T04:48:47,minishop,fortio-9a8e5240,39,4
2026-01-24T04:48:47,minishop,gateway-service-68ff9dfb68-4l79c,46,171
2026-01-24T04:48:47,minishop,gateway-service-68ff9dfb68-4ppdj,141,176
2026-01-24T04:48:47,minishop,gateway-service-68ff9dfb68-89grp,58,166
2026-01-24T04:48:47,minishop,gateway-service-68ff9dfb68-hvzqb,39,168
2026-01-24T04:48:47,minishop,gateway-service-68ff9dfb68-kmm59,26,191
2026-01-24T04:48:47,minishop,gateway-service-68ff9dfb68-z6rgf,58,169
2026-01-24T04:48:47,minishop,order-service-578dc67d78-bffmv,5,158
2026-01-24T04:48:47,minishop,product-service-5b66b9564b-h8x4v,32,163
2026-01-24T04:48:49,minishop,fortio-9a8e5240,39,4
2026-01-24T04:48:49,minishop,gateway-service-68ff9dfb68-4l79c,46,171
2026-01-24T04:48:49,minishop,gateway-service-68ff9dfb68-4ppdj,141,176
2026-01-24T04:48:49,minishop,gateway-service-68ff9dfb68-89grp,58,166
2026-01-24T04:48:49,minishop,gateway-service-68ff9dfb68-hvzqb,39,168
2026-01-24T04:48:49,minishop,gateway-service-68ff9dfb68-kmm59,26,191
2026-01-24T04:48:49,minishop,gateway-service-68ff9dfb68-z6rgf,58,169
2026-01-24T04:48:49,minishop,order-service-578dc67d78-bffmv,5,158
2026-01-24T04:48:49,minishop,product-service-5b66b9564b-h8x4v,32,163
2026-01-24T04:48:53,minishop,fortio-9a8e5240,39,4
2026-01-24T04:48:53,minishop,gateway-service-68ff9dfb68-4l79c,46,171
2026-01-24T04:48:53,minishop,gateway-service-68ff9dfb68-4ppdj,141,176
2026-01-24T04:48:53,minishop,gateway-service-68ff9dfb68-89grp,58,166
2026-01-24T04:48:53,minishop,gateway-service-68ff9dfb68-hvzqb,39,168
2026-01-24T04:48:53,minishop,gateway-service-68ff9dfb68-kmm59,26,191
2026-01-24T04:48:53,minishop,gateway-service-68ff9dfb68-z6rgf,58,169
2026-01-24T04:48:53,minishop,order-service-578dc67d78-bffmv,5,158
2026-01-24T04:48:53,minishop,product-service-5b66b9564b-h8x4v,32,163
2026-01-24T04:48:55,minishop,fortio-9a8e5240,39,4
2026-01-24T04:48:55,minishop,gateway-service-68ff9dfb68-4l79c,46,171
2026-01-24T04:48:55,minishop,gateway-service-68ff9dfb68-4ppdj,141,176
2026-01-24T04:48:55,minishop,gateway-service-68ff9dfb68-89grp,58,166
2026-01-24T04:48:55,minishop,gateway-service-68ff9dfb68-hvzqb,39,168
2026-01-24T04:48:55,minishop,gateway-service-68ff9dfb68-kmm59,26,191
2026-01-24T04:48:55,minishop,gateway-service-68ff9dfb68-z6rgf,58,169
2026-01-24T04:48:55,minishop,order-service-578dc67d78-bffmv,5,158
2026-01-24T04:48:55,minishop,product-service-5b66b9564b-h8x4v,32,163
