"pattern","strategy","rep","snapshot","pod","cpu_m","mem_mi"
"spike","hybrid","rep1","segment_spike_start.top_pods","gateway-service","18","194"
"spike","hybrid","rep1","segment_spike_start.top_pods","gateway-service","26","197"
"spike","hybrid","rep1","segment_spike_start.top_pods","gateway-service","21","191"
"spike","hybrid","rep1","segment_spike_start.top_pods","gateway-service","4","189"
"spike","hybrid","rep1","segment_spike_start.top_pods","gateway-service","19","221"
"spike","hybrid","rep1","segment_spike_start.top_pods","gateway-service","11","193"
"spike","hybrid","rep1","segment_spike_start.top_pods","order-service","17","186"
"spike","hybrid","rep1","segment_spike_start.top_pods","product-service","14","180"
"spike","hybrid","rep1","segment_warmup_end.top_pods","gateway-service","42","194"
"spike","hybrid","rep1","segment_warmup_end.top_pods","gateway-service","44","197"
"spike","hybrid","rep1","segment_warmup_end.top_pods","gateway-service","13","191"
"spike","hybrid","rep1","segment_warmup_end.top_pods","gateway-service","13","190"
"spike","hybrid","rep1","segment_warmup_end.top_pods","gateway-service","4","220"
"spike","hybrid","rep1","segment_warmup_end.top_pods","gateway-service","4","192"
"spike","hybrid","rep1","segment_warmup_end.top_pods","order-service","14","186"
"spike","hybrid","rep1","segment_warmup_end.top_pods","product-service","12","180"
"spike","hybrid","rep1","segment_warmup_start.top_pods","gateway-service","42","194"
"spike","hybrid","rep1","segment_warmup_start.top_pods","gateway-service","44","197"
"spike","hybrid","rep1","segment_warmup_start.top_pods","gateway-service","13","191"
"spike","hybrid","rep1","segment_warmup_start.top_pods","gateway-service","13","190"
"spike","hybrid","rep1","segment_warmup_start.top_pods","gateway-service","4","220"
"spike","hybrid","rep1","segment_warmup_start.top_pods","gateway-service","4","192"
"spike","hybrid","rep1","segment_warmup_start.top_pods","order-service","14","186"
"spike","hybrid","rep1","segment_warmup_start.top_pods","product-service","12","180"
"spike","hybrid","rep2","segment_low_1_end.top_pods","gateway-service","17","194"
"spike","hybrid","rep2","segment_low_1_end.top_pods","gateway-service","6","196"
"spike","hybrid","rep2","segment_low_1_end.top_pods","gateway-service","22","192"
"spike","hybrid","rep2","segment_low_1_end.top_pods","gateway-service","11","190"
"spike","hybrid","rep2","segment_low_1_end.top_pods","gateway-service","18","221"
"spike","hybrid","rep2","segment_low_1_end.top_pods","gateway-service","16","193"
"spike","hybrid","rep2","segment_low_1_end.top_pods","order-service","13","186"
"spike","hybrid","rep2","segment_low_1_end.top_pods","product-service","11","180"
"spike","hybrid","rep2","segment_low_1_start.top_pods","gateway-service","5","193"
"spike","hybrid","rep2","segment_low_1_start.top_pods","gateway-service","16","197"
"spike","hybrid","rep2","segment_low_1_start.top_pods","gateway-service","28","192"
"spike","hybrid","rep2","segment_low_1_start.top_pods","gateway-service","29","191"
"spike","hybrid","rep2","segment_low_1_start.top_pods","gateway-service","4","220"
"spike","hybrid","rep2","segment_low_1_start.top_pods","gateway-service","4","192"
"spike","hybrid","rep2","segment_low_1_start.top_pods","order-service","13","186"
"spike","hybrid","rep2","segment_low_1_start.top_pods","product-service","10","180"
"spike","hybrid","rep2","segment_low_2_end.top_pods","gateway-service","12","194"
"spike","hybrid","rep2","segment_low_2_end.top_pods","gateway-service","31","198"
"spike","hybrid","rep2","segment_low_2_end.top_pods","gateway-service","19","192"
"spike","hybrid","rep2","segment_low_2_end.top_pods","gateway-service","18","220"
"spike","hybrid","rep2","segment_low_2_end.top_pods","gateway-service","18","193"
"spike","hybrid","rep2","segment_low_2_end.top_pods","order-service","16","186"
"spike","hybrid","rep2","segment_low_2_end.top_pods","product-service","14","180"
"spike","hybrid","rep2","segment_low_2_start.top_pods","gateway-service","18","194"
"spike","hybrid","rep2","segment_low_2_start.top_pods","gateway-service","63","197"
"spike","hybrid","rep2","segment_low_2_start.top_pods","gateway-service","69","192"
"spike","hybrid","rep2","segment_low_2_start.top_pods","gateway-service","46","220"
"spike","hybrid","rep2","segment_low_2_start.top_pods","gateway-service","77","194"
"spike","hybrid","rep2","segment_low_2_start.top_pods","order-service","38","186"
"spike","hybrid","rep2","segment_low_2_start.top_pods","product-service","41","181"
"spike","hybrid","rep2","segment_spike_end.top_pods","gateway-service","18","194"
"spike","hybrid","rep2","segment_spike_end.top_pods","gateway-service","63","197"
"spike","hybrid","rep2","segment_spike_end.top_pods","gateway-service","69","192"
"spike","hybrid","rep2","segment_spike_end.top_pods","gateway-service","46","220"
"spike","hybrid","rep2","segment_spike_end.top_pods","gateway-service","77","194"
"spike","hybrid","rep2","segment_spike_end.top_pods","order-service","38","186"
"spike","hybrid","rep2","segment_spike_end.top_pods","product-service","41","181"
"spike","hybrid","rep2","segment_spike_start.top_pods","gateway-service","17","194"
"spike","hybrid","rep2","segment_spike_start.top_pods","gateway-service","6","196"
"spike","hybrid","rep2","segment_spike_start.top_pods","gateway-service","22","192"
"spike","hybrid","rep2","segment_spike_start.top_pods","gateway-service","11","190"
"spike","hybrid","rep2","segment_spike_start.top_pods","gateway-service","18","221"
"spike","hybrid","rep2","segment_spike_start.top_pods","gateway-service","16","193"
"spike","hybrid","rep2","segment_spike_start.top_pods","order-service","13","186"
"spike","hybrid","rep2","segment_spike_start.top_pods","product-service","11","180"
"spike","hybrid","rep2","segment_warmup_end.top_pods","gateway-service","5","193"
"spike","hybrid","rep2","segment_warmup_end.top_pods","gateway-service","16","197"
"spike","hybrid","rep2","segment_warmup_end.top_pods","gateway-service","28","192"
"spike","hybrid","rep2","segment_warmup_end.top_pods","gateway-service","29","191"
"spike","hybrid","rep2","segment_warmup_end.top_pods","gateway-service","4","220"
"spike","hybrid","rep2","segment_warmup_end.top_pods","gateway-service","4","192"
"spike","hybrid","rep2","segment_warmup_end.top_pods","order-service","13","186"
"spike","hybrid","rep2","segment_warmup_end.top_pods","product-service","10","180"
"spike","hybrid","rep2","segment_warmup_start.top_pods","gateway-service","49","194"
"spike","hybrid","rep2","segment_warmup_start.top_pods","gateway-service","21","197"
"spike","hybrid","rep2","segment_warmup_start.top_pods","gateway-service","56","192"
"spike","hybrid","rep2","segment_warmup_start.top_pods","gateway-service","91","191"
"spike","hybrid","rep2","segment_warmup_start.top_pods","gateway-service","13","220"
"spike","hybrid","rep2","segment_warmup_start.top_pods","gateway-service","33","194"
"spike","hybrid","rep2","segment_warmup_start.top_pods","order-service","37","186"
"spike","hybrid","rep2","segment_warmup_start.top_pods","product-service","29","180"
"spike","hybrid","rep3","segment_low_1_end.top_pods","gateway-service","10","194"
"spike","hybrid","rep3","segment_low_1_end.top_pods","gateway-service","24","198"
"spike","hybrid","rep3","segment_low_1_end.top_pods","gateway-service","15","192"
"spike","hybrid","rep3","segment_low_1_end.top_pods","gateway-service","13","221"
"spike","hybrid","rep3","segment_low_1_end.top_pods","gateway-service","10","193"
"spike","hybrid","rep3","segment_low_1_end.top_pods","order-service","11","186"
"spike","hybrid","rep3","segment_low_1_end.top_pods","product-service","9","180"
"spike","hybrid","rep3","segment_low_1_start.top_pods","gateway-service","12","194"
"spike","hybrid","rep3","segment_low_1_start.top_pods","gateway-service","31","198"
"spike","hybrid","rep3","segment_low_1_start.top_pods","gateway-service","19","192"
"spike","hybrid","rep3","segment_low_1_start.top_pods","gateway-service","18","220"
"spike","hybrid","rep3","segment_low_1_start.top_pods","gateway-service","18","193"
"spike","hybrid","rep3","segment_low_1_start.top_pods","order-service","16","186"
"spike","hybrid","rep3","segment_low_1_start.top_pods","product-service","14","180"
"spike","hybrid","rep3","segment_low_2_end.top_pods","gateway-service","56","194"
"spike","hybrid","rep3","segment_low_2_end.top_pods","gateway-service","49","198"
"spike","hybrid","rep3","segment_low_2_end.top_pods","gateway-service","78","192"
"spike","hybrid","rep3","segment_low_2_end.top_pods","gateway-service","53","221"
"spike","hybrid","rep3","segment_low_2_end.top_pods","gateway-service","76","194"
"spike","hybrid","rep3","segment_low_2_end.top_pods","order-service","39","186"
"spike","hybrid","rep3","segment_low_2_end.top_pods","product-service","32","180"
"spike","hybrid","rep3","segment_low_2_start.top_pods","gateway-service","19","194"
"spike","hybrid","rep3","segment_low_2_start.top_pods","gateway-service","37","198"
"spike","hybrid","rep3","segment_low_2_start.top_pods","gateway-service","21","192"
"spike","hybrid","rep3","segment_low_2_start.top_pods","gateway-service","26","221"
"spike","hybrid","rep3","segment_low_2_start.top_pods","gateway-service","26","193"
"spike","hybrid","rep3","segment_low_2_start.top_pods","order-service","18","186"
"spike","hybrid","rep3","segment_low_2_start.top_pods","product-service","17","180"
"spike","hybrid","rep3","segment_spike_end.top_pods","gateway-service","19","194"
"spike","hybrid","rep3","segment_spike_end.top_pods","gateway-service","37","198"
"spike","hybrid","rep3","segment_spike_end.top_pods","gateway-service","21","192"
"spike","hybrid","rep3","segment_spike_end.top_pods","gateway-service","26","221"
"spike","hybrid","rep3","segment_spike_end.top_pods","gateway-service","26","193"
"spike","hybrid","rep3","segment_spike_end.top_pods","order-service","18","186"
"spike","hybrid","rep3","segment_spike_end.top_pods","product-service","17","180"
"spike","hybrid","rep3","segment_spike_start.top_pods","gateway-service","10","194"
"spike","hybrid","rep3","segment_spike_start.top_pods","gateway-service","24","198"
"spike","hybrid","rep3","segment_spike_start.top_pods","gateway-service","15","192"
"spike","hybrid","rep3","segment_spike_start.top_pods","gateway-service","13","221"
"spike","hybrid","rep3","segment_spike_start.top_pods","gateway-service","10","193"
"spike","hybrid","rep3","segment_spike_start.top_pods","order-service","11","186"
"spike","hybrid","rep3","segment_spike_start.top_pods","product-service","9","180"
"spike","hybrid","rep3","segment_warmup_end.top_pods","gateway-service","12","194"
"spike","hybrid","rep3","segment_warmup_end.top_pods","gateway-service","31","198"
"spike","hybrid","rep3","segment_warmup_end.top_pods","gateway-service","19","192"
"spike","hybrid","rep3","segment_warmup_end.top_pods","gateway-service","18","220"
"spike","hybrid","rep3","segment_warmup_end.top_pods","gateway-service","18","193"
"spike","hybrid","rep3","segment_warmup_end.top_pods","order-service","16","186"
"spike","hybrid","rep3","segment_warmup_end.top_pods","product-service","14","180"
"spike","hybrid","rep3","segment_warmup_start.top_pods","gateway-service","12","194"
"spike","hybrid","rep3","segment_warmup_start.top_pods","gateway-service","31","198"
"spike","hybrid","rep3","segment_warmup_start.top_pods","gateway-service","19","192"
"spike","hybrid","rep3","segment_warmup_start.top_pods","gateway-service","18","220"
"spike","hybrid","rep3","segment_warmup_start.top_pods","gateway-service","18","193"
"spike","hybrid","rep3","segment_warmup_start.top_pods","order-service","16","186"
"spike","hybrid","rep3","segment_warmup_start.top_pods","product-service","14","180"
"spike","proactive","rep1","segment_low_1_end.top_pods","gateway-service","72","190"
"spike","proactive","rep1","segment_low_1_end.top_pods","gateway-service","9","184"
"spike","proactive","rep1","segment_low_1_end.top_pods","gateway-service","6","186"
"spike","proactive","rep1","segment_low_1_end.top_pods","gateway-service","128","186"
"spike","proactive","rep1","segment_low_1_end.top_pods","gateway-service","29","220"
"spike","proactive","rep1","segment_low_1_end.top_pods","gateway-service","68","191"
"spike","proactive","rep1","segment_low_1_end.top_pods","order-service","21","185"
"spike","proactive","rep1","segment_low_1_end.top_pods","product-service","18","179"
"spike","proactive","rep1","segment_low_1_start.top_pods","gateway-service","14","183"
"spike","proactive","rep1","segment_low_1_start.top_pods","gateway-service","10","184"
"spike","proactive","rep1","segment_low_1_start.top_pods","gateway-service","21","187"
"spike","proactive","rep1","segment_low_1_start.top_pods","gateway-service","49","185"
"spike","proactive","rep1","segment_low_1_start.top_pods","gateway-service","14","220"
"spike","proactive","rep1","segment_low_1_start.top_pods","gateway-service","22","190"
"spike","proactive","rep1","segment_low_1_start.top_pods","order-service","11","185"
"spike","proactive","rep1","segment_low_1_start.top_pods","product-service","10","179"
"spike","proactive","rep1","segment_low_2_end.top_pods","gateway-service","60","191"
"spike","proactive","rep1","segment_low_2_end.top_pods","gateway-service","113","186"
"spike","proactive","rep1","segment_low_2_end.top_pods","gateway-service","119","188"
"spike","proactive","rep1","segment_low_2_end.top_pods","gateway-service","71","186"
"spike","proactive","rep1","segment_low_2_end.top_pods","gateway-service","20","220"
"spike","proactive","rep1","segment_low_2_end.top_pods","gateway-service","39","191"
"spike","proactive","rep1","segment_low_2_end.top_pods","order-service","45","185"
"spike","proactive","rep1","segment_low_2_end.top_pods","product-service","33","179"
"spike","proactive","rep1","segment_low_2_start.top_pods","gateway-service","72","190"
"spike","proactive","rep1","segment_low_2_start.top_pods","gateway-service","9","184"
"spike","proactive","rep1","segment_low_2_start.top_pods","gateway-service","6","186"
"spike","proactive","rep1","segment_low_2_start.top_pods","gateway-service","128","186"
"spike","proactive","rep1","segment_low_2_start.top_pods","gateway-service","29","220"
"spike","proactive","rep1","segment_low_2_start.top_pods","gateway-service","68","191"
"spike","proactive","rep1","segment_low_2_start.top_pods","order-service","21","185"
"spike","proactive","rep1","segment_low_2_start.top_pods","product-service","18","179"
"spike","proactive","rep1","segment_spike_end.top_pods","gateway-service","72","190"
"spike","proactive","rep1","segment_spike_end.top_pods","gateway-service","9","184"
"spike","proactive","rep1","segment_spike_end.top_pods","gateway-service","6","186"
"spike","proactive","rep1","segment_spike_end.top_pods","gateway-service","128","186"
"spike","proactive","rep1","segment_spike_end.top_pods","gateway-service","29","220"
"spike","proactive","rep1","segment_spike_end.top_pods","gateway-service","68","191"
"spike","proactive","rep1","segment_spike_end.top_pods","order-service","21","185"
"spike","proactive","rep1","segment_spike_end.top_pods","product-service","18","179"
"spike","proactive","rep1","segment_spike_start.top_pods","gateway-service","72","190"
"spike","proactive","rep1","segment_spike_start.top_pods","gateway-service","9","184"
"spike","proactive","rep1","segment_spike_start.top_pods","gateway-service","6","186"
"spike","proactive","rep1","segment_spike_start.top_pods","gateway-service","128","186"
"spike","proactive","rep1","segment_spike_start.top_pods","gateway-service","29","220"
"spike","proactive","rep1","segment_spike_start.top_pods","gateway-service","68","191"
"spike","proactive","rep1","segment_spike_start.top_pods","order-service","21","185"
"spike","proactive","rep1","segment_spike_start.top_pods","product-service","18","179"
"spike","proactive","rep1","segment_warmup_end.top_pods","gateway-service","19","183"
"spike","proactive","rep1","segment_warmup_end.top_pods","gateway-service","20","185"
"spike","proactive","rep1","segment_warmup_end.top_pods","gateway-service","5","186"
"spike","proactive","rep1","segment_warmup_end.top_pods","gateway-service","21","185"
"spike","proactive","rep1","segment_warmup_end.top_pods","gateway-service","9","220"
"spike","proactive","rep1","segment_warmup_end.top_pods","gateway-service","27","191"
"spike","proactive","rep1","segment_warmup_end.top_pods","order-service","12","185"
"spike","proactive","rep1","segment_warmup_end.top_pods","product-service","9","179"
"spike","proactive","rep1","segment_warmup_start.top_pods","gateway-service","19","183"
"spike","proactive","rep1","segment_warmup_start.top_pods","gateway-service","20","185"
"spike","proactive","rep1","segment_warmup_start.top_pods","gateway-service","5","186"
"spike","proactive","rep1","segment_warmup_start.top_pods","gateway-service","21","185"
"spike","proactive","rep1","segment_warmup_start.top_pods","gateway-service","9","220"
"spike","proactive","rep1","segment_warmup_start.top_pods","gateway-service","27","191"
"spike","proactive","rep1","segment_warmup_start.top_pods","order-service","12","185"
"spike","proactive","rep1","segment_warmup_start.top_pods","product-service","9","179"
"spike","proactive","rep2","segment_low_1_end.top_pods","gateway-service","7","190"
"spike","proactive","rep2","segment_low_1_end.top_pods","gateway-service","46","187"
"spike","proactive","rep2","segment_low_1_end.top_pods","gateway-service","6","188"
"spike","proactive","rep2","segment_low_1_end.top_pods","gateway-service","16","186"
"spike","proactive","rep2","segment_low_1_end.top_pods","gateway-service","29","221"
"spike","proactive","rep2","segment_low_1_end.top_pods","gateway-service","13","191"
"spike","proactive","rep2","segment_low_1_end.top_pods","order-service","13","185"
"spike","proactive","rep2","segment_low_1_end.top_pods","product-service","15","179"
"spike","proactive","rep2","segment_low_1_start.top_pods","gateway-service","13","191"
"spike","proactive","rep2","segment_low_1_start.top_pods","gateway-service","23","186"
"spike","proactive","rep2","segment_low_1_start.top_pods","gateway-service","16","188"
"spike","proactive","rep2","segment_low_1_start.top_pods","gateway-service","29","186"
"spike","proactive","rep2","segment_low_1_start.top_pods","gateway-service","25","221"
"spike","proactive","rep2","segment_low_1_start.top_pods","gateway-service","15","191"
"spike","proactive","rep2","segment_low_1_start.top_pods","order-service","13","185"
"spike","proactive","rep2","segment_low_1_start.top_pods","product-service","13","179"
"spike","proactive","rep2","segment_low_2_end.top_pods","gateway-service","51","191"
"spike","proactive","rep2","segment_low_2_end.top_pods","gateway-service","45","194"
"spike","proactive","rep2","segment_low_2_end.top_pods","gateway-service","38","189"
"spike","proactive","rep2","segment_low_2_end.top_pods","gateway-service","23","186"
"spike","proactive","rep2","segment_low_2_end.top_pods","gateway-service","24","220"
"spike","proactive","rep2","segment_low_2_end.top_pods","gateway-service","34","191"
"spike","proactive","rep2","segment_low_2_end.top_pods","order-service","27","185"
"spike","proactive","rep2","segment_low_2_end.top_pods","product-service","26","179"
"spike","proactive","rep2","segment_low_2_start.top_pods","gateway-service","40","191"
"spike","proactive","rep2","segment_low_2_start.top_pods","gateway-service","82","195"
"spike","proactive","rep2","segment_low_2_start.top_pods","gateway-service","47","188"
"spike","proactive","rep2","segment_low_2_start.top_pods","gateway-service","97","187"
"spike","proactive","rep2","segment_low_2_start.top_pods","gateway-service","40","221"
"spike","proactive","rep2","segment_low_2_start.top_pods","gateway-service","49","191"
"spike","proactive","rep2","segment_low_2_start.top_pods","order-service","36","185"
"spike","proactive","rep2","segment_low_2_start.top_pods","product-service","29","179"
"spike","proactive","rep2","segment_spike_end.top_pods","gateway-service","40","191"
"spike","proactive","rep2","segment_spike_end.top_pods","gateway-service","82","195"
"spike","proactive","rep2","segment_spike_end.top_pods","gateway-service","47","188"
"spike","proactive","rep2","segment_spike_end.top_pods","gateway-service","97","187"
"spike","proactive","rep2","segment_spike_end.top_pods","gateway-service","40","221"
"spike","proactive","rep2","segment_spike_end.top_pods","gateway-service","49","191"
"spike","proactive","rep2","segment_spike_end.top_pods","order-service","36","185"
"spike","proactive","rep2","segment_spike_end.top_pods","product-service","29","179"
"spike","proactive","rep2","segment_spike_start.top_pods","gateway-service","7","190"
"spike","proactive","rep2","segment_spike_start.top_pods","gateway-service","46","187"
"spike","proactive","rep2","segment_spike_start.top_pods","gateway-service","6","188"
"spike","proactive","rep2","segment_spike_start.top_pods","gateway-service","16","186"
"spike","proactive","rep2","segment_spike_start.top_pods","gateway-service","29","221"
"spike","proactive","rep2","segment_spike_start.top_pods","gateway-service","13","191"
"spike","proactive","rep2","segment_spike_start.top_pods","order-service","13","185"
"spike","proactive","rep2","segment_spike_start.top_pods","product-service","15","179"
"spike","proactive","rep2","segment_warmup_end.top_pods","gateway-service","13","191"
"spike","proactive","rep2","segment_warmup_end.top_pods","gateway-service","23","186"
"spike","proactive","rep2","segment_warmup_end.top_pods","gateway-service","16","188"
"spike","proactive","rep2","segment_warmup_end.top_pods","gateway-service","29","186"
"spike","proactive","rep2","segment_warmup_end.top_pods","gateway-service","25","221"
"spike","proactive","rep2","segment_warmup_end.top_pods","gateway-service","15","191"
"spike","proactive","rep2","segment_warmup_end.top_pods","order-service","13","185"
"spike","proactive","rep2","segment_warmup_end.top_pods","product-service","13","179"
"spike","proactive","rep2","segment_warmup_start.top_pods","gateway-service","13","191"
"spike","proactive","rep2","segment_warmup_start.top_pods","gateway-service","23","186"
"spike","proactive","rep2","segment_warmup_start.top_pods","gateway-service","16","188"
"spike","proactive","rep2","segment_warmup_start.top_pods","gateway-service","29","186"
"spike","proactive","rep2","segment_warmup_start.top_pods","gateway-service","25","221"
"spike","proactive","rep2","segment_warmup_start.top_pods","gateway-service","15","191"
"spike","proactive","rep2","segment_warmup_start.top_pods","order-service","13","185"
"spike","proactive","rep2","segment_warmup_start.top_pods","product-service","13","179"
"spike","proactive","rep3","segment_low_1_end.top_pods","gateway-service","20","191"
"spike","proactive","rep3","segment_low_1_end.top_pods","gateway-service","29","195"
"spike","proactive","rep3","segment_low_1_end.top_pods","gateway-service","11","188"
"spike","proactive","rep3","segment_low_1_end.top_pods","gateway-service","16","187"
"spike","proactive","rep3","segment_low_1_end.top_pods","gateway-service","10","220"
"spike","proactive","rep3","segment_low_1_end.top_pods","gateway-service","18","192"
"spike","proactive","rep3","segment_low_1_end.top_pods","order-service","11","185"
"spike","proactive","rep3","segment_low_1_end.top_pods","product-service","12","179"
"spike","proactive","rep3","segment_low_1_start.top_pods","gateway-service","51","191"
"spike","proactive","rep3","segment_low_1_start.top_pods","gateway-service","45","194"
"spike","proactive","rep3","segment_low_1_start.top_pods","gateway-service","38","189"
"spike","proactive","rep3","segment_low_1_start.top_pods","gateway-service","23","186"
"spike","proactive","rep3","segment_low_1_start.top_pods","gateway-service","24","220"
"spike","proactive","rep3","segment_low_1_start.top_pods","gateway-service","34","191"
"spike","proactive","rep3","segment_low_1_start.top_pods","order-service","27","185"
"spike","proactive","rep3","segment_low_1_start.top_pods","product-service","26","179"
"spike","proactive","rep3","segment_low_2_end.top_pods","gateway-service","13","192"
"spike","proactive","rep3","segment_low_2_end.top_pods","gateway-service","108","195"
"spike","proactive","rep3","segment_low_2_end.top_pods","gateway-service","36","189"
"spike","proactive","rep3","segment_low_2_end.top_pods","gateway-service","120","188"
"spike","proactive","rep3","segment_low_2_end.top_pods","gateway-service","17","220"
"spike","proactive","rep3","segment_low_2_end.top_pods","gateway-service","116","192"
"spike","proactive","rep3","segment_low_2_end.top_pods","order-service","40","185"
"spike","proactive","rep3","segment_low_2_end.top_pods","product-service","32","180"
"spike","proactive","rep3","segment_low_2_start.top_pods","gateway-service","47","192"
"spike","proactive","rep3","segment_low_2_start.top_pods","gateway-service","34","194"
"spike","proactive","rep3","segment_low_2_start.top_pods","gateway-service","5","188"
"spike","proactive","rep3","segment_low_2_start.top_pods","gateway-service","15","186"
"spike","proactive","rep3","segment_low_2_start.top_pods","gateway-service","4","220"
"spike","proactive","rep3","segment_low_2_start.top_pods","gateway-service","45","192"
"spike","proactive","rep3","segment_low_2_start.top_pods","order-service","14","185"
"spike","proactive","rep3","segment_low_2_start.top_pods","product-service","13","179"
"spike","proactive","rep3","segment_spike_end.top_pods","gateway-service","47","192"
"spike","proactive","rep3","segment_spike_end.top_pods","gateway-service","34","194"
"spike","proactive","rep3","segment_spike_end.top_pods","gateway-service","5","188"
"spike","proactive","rep3","segment_spike_end.top_pods","gateway-service","15","186"
"spike","proactive","rep3","segment_spike_end.top_pods","gateway-service","4","220"
"spike","proactive","rep3","segment_spike_end.top_pods","gateway-service","45","192"
"spike","proactive","rep3","segment_spike_end.top_pods","order-service","14","185"
"spike","proactive","rep3","segment_spike_end.top_pods","product-service","13","179"
"spike","proactive","rep3","segment_spike_start.top_pods","gateway-service","47","192"
"spike","proactive","rep3","segment_spike_start.top_pods","gateway-service","34","194"
"spike","proactive","rep3","segment_spike_start.top_pods","gateway-service","5","188"
"spike","proactive","rep3","segment_spike_start.top_pods","gateway-service","15","186"
"spike","proactive","rep3","segment_spike_start.top_pods","gateway-service","4","220"
"spike","proactive","rep3","segment_spike_start.top_pods","gateway-service","45","192"
"spike","proactive","rep3","segment_spike_start.top_pods","order-service","14","185"
"spike","proactive","rep3","segment_spike_start.top_pods","product-service","13","179"
"spike","proactive","rep3","segment_warmup_end.top_pods","gateway-service","51","191"
"spike","proactive","rep3","segment_warmup_end.top_pods","gateway-service","45","194"
"spike","proactive","rep3","segment_warmup_end.top_pods","gateway-service","38","189"
"spike","proactive","rep3","segment_warmup_end.top_pods","gateway-service","23","186"
"spike","proactive","rep3","segment_warmup_end.top_pods","gateway-service","24","220"
"spike","proactive","rep3","segment_warmup_end.top_pods","gateway-service","34","191"
"spike","proactive","rep3","segment_warmup_end.top_pods","order-service","27","185"
"spike","proactive","rep3","segment_warmup_end.top_pods","product-service","26","179"
"spike","proactive","rep3","segment_warmup_start.top_pods","gateway-service","51","191"
"spike","proactive","rep3","segment_warmup_start.top_pods","gateway-service","45","194"
"spike","proactive","rep3","segment_warmup_start.top_pods","gateway-service","38","189"
"spike","proactive","rep3","segment_warmup_start.top_pods","gateway-service","23","186"
"spike","proactive","rep3","segment_warmup_start.top_pods","gateway-service","24","220"
"spike","proactive","rep3","segment_warmup_start.top_pods","gateway-service","34","191"
"spike","proactive","rep3","segment_warmup_start.top_pods","order-service","27","185"
"spike","proactive","rep3","segment_warmup_start.top_pods","product-service","26","179"
"spike","reactive","rep1","segment_low_1_end.top_pods","gateway-service","67","221"
"spike","reactive","rep1","segment_low_1_end.top_pods","gateway-service","284","138"
"spike","reactive","rep1","segment_low_1_end.top_pods","order-service","14","183"
"spike","reactive","rep1","segment_low_1_end.top_pods","product-service","13","178"
"spike","reactive","rep1","segment_low_1_start.top_pods","gateway-service","43","221"
"spike","reactive","rep1","segment_low_1_start.top_pods","order-service","11","183"
"spike","reactive","rep1","segment_low_1_start.top_pods","product-service","9","178"
"spike","reactive","rep1","segment_low_2_end.top_pods","gateway-service","307","79"
"spike","reactive","rep1","segment_low_2_end.top_pods","gateway-service","320","82"
"spike","reactive","rep1","segment_low_2_end.top_pods","gateway-service","323","81"
"spike","reactive","rep1","segment_low_2_end.top_pods","gateway-service","300","75"
"spike","reactive","rep1","segment_low_2_end.top_pods","gateway-service","39","221"
"spike","reactive","rep1","segment_low_2_end.top_pods","gateway-service","127","169"
"spike","reactive","rep1","segment_low_2_end.top_pods","order-service","16","184"
"spike","reactive","rep1","segment_low_2_end.top_pods","product-service","15","178"
"spike","reactive","rep1","segment_low_2_start.top_pods","gateway-service","107","221"
"spike","reactive","rep1","segment_low_2_start.top_pods","gateway-service","269","160"
"spike","reactive","rep1","segment_low_2_start.top_pods","order-service","35","183"
"spike","reactive","rep1","segment_low_2_start.top_pods","product-service","31","178"
"spike","reactive","rep1","segment_spike_end.top_pods","gateway-service","107","221"
"spike","reactive","rep1","segment_spike_end.top_pods","gateway-service","269","160"
"spike","reactive","rep1","segment_spike_end.top_pods","order-service","35","183"
"spike","reactive","rep1","segment_spike_end.top_pods","product-service","31","178"
"spike","reactive","rep1","segment_spike_start.top_pods","gateway-service","67","221"
"spike","reactive","rep1","segment_spike_start.top_pods","gateway-service","284","138"
"spike","reactive","rep1","segment_spike_start.top_pods","order-service","14","183"
"spike","reactive","rep1","segment_spike_start.top_pods","product-service","13","178"
"spike","reactive","rep1","segment_warmup_end.top_pods","gateway-service","43","221"
"spike","reactive","rep1","segment_warmup_end.top_pods","order-service","11","183"
"spike","reactive","rep1","segment_warmup_end.top_pods","product-service","9","178"
"spike","reactive","rep1","segment_warmup_start.top_pods","gateway-service","112","220"
"spike","reactive","rep1","segment_warmup_start.top_pods","order-service","22","183"
"spike","reactive","rep1","segment_warmup_start.top_pods","product-service","17","178"
"spike","reactive","rep2","segment_low_1_end.top_pods","gateway-service","23","148"
"spike","reactive","rep2","segment_low_1_end.top_pods","gateway-service","75","148"
"spike","reactive","rep2","segment_low_1_end.top_pods","gateway-service","199","157"
"spike","reactive","rep2","segment_low_1_end.top_pods","gateway-service","19","132"
"spike","reactive","rep2","segment_low_1_end.top_pods","gateway-service","22","220"
"spike","reactive","rep2","segment_low_1_end.top_pods","gateway-service","104","166"
"spike","reactive","rep2","segment_low_1_end.top_pods","order-service","22","184"
"spike","reactive","rep2","segment_low_1_end.top_pods","product-service","23","178"
"spike","reactive","rep2","segment_low_1_start.top_pods","gateway-service","316","147"
"spike","reactive","rep2","segment_low_1_start.top_pods","gateway-service","316","144"
"spike","reactive","rep2","segment_low_1_start.top_pods","gateway-service","300","149"
"spike","reactive","rep2","segment_low_1_start.top_pods","gateway-service","258","131"
"spike","reactive","rep2","segment_low_1_start.top_pods","gateway-service","28","221"
"spike","reactive","rep2","segment_low_1_start.top_pods","gateway-service","87","165"
"spike","reactive","rep2","segment_low_1_start.top_pods","order-service","16","184"
