LAST SEEN   TYPE     REASON      OBJECT                       MESSAGE
3m51s       Normal   Scheduled   pod/nettest                  Successfully assigned minishop/nettest to minikube
3m50s       Normal   Started     pod/nettest                  Started container nettest
3m50s       Normal   Created     pod/nettest                  Created container: nettest
3m50s       Normal   Pulled      pod/nettest                  Container image "busybox:1.36" already present on machine
3m45s       Normal   Scheduled   pod/fortio-warmup-f7ad20e4   Successfully assigned minishop/fortio-warmup-f7ad20e4 to minikube
3m43s       Normal   Pulling     pod/fortio-warmup-f7ad20e4   Pulling image "fortio/fortio:latest"
3m42s       Normal   Created     pod/fortio-warmup-f7ad20e4   Created container: fortio-warmup-f7ad20e4
3m42s       Normal   Pulled      pod/fortio-warmup-f7ad20e4   Successfully pulled image "fortio/fortio:latest" in 1.49s (1.49s including waiting). Image size: 19001528 bytes.
3m41s       Normal   Started     pod/fortio-warmup-f7ad20e4   Started container fortio-warmup-f7ad20e4
3m28s       Normal   Scheduled   pod/fortio-low-1-de61f0c5    Successfully assigned minishop/fortio-low-1-de61f0c5 to minikube
3m27s       Normal   Pulling     pod/fortio-low-1-de61f0c5    Pulling image "fortio/fortio:latest"
3m25s       Normal   Pulled      pod/fortio-low-1-de61f0c5    Successfully pulled image "fortio/fortio:latest" in 1.478s (1.478s including waiting). Image size: 19001528 bytes.
3m25s       Normal   Started     pod/fortio-low-1-de61f0c5    Started container fortio-low-1-de61f0c5
3m25s       Normal   Created     pod/fortio-low-1-de61f0c5    Created container: fortio-low-1-de61f0c5
2m16s       Normal   Scheduled   pod/fortio-spike-08a72f53    Successfully assigned minishop/fortio-spike-08a72f53 to minikube
2m14s       Normal   Pulling     pod/fortio-spike-08a72f53    Pulling image "fortio/fortio:latest"
2m12s       Normal   Pulled      pod/fortio-spike-08a72f53    Successfully pulled image "fortio/fortio:latest" in 1.447s (1.447s including waiting). Image size: 19001528 bytes.
2m12s       Normal   Created     pod/fortio-spike-08a72f53    Created container: fortio-spike-08a72f53
2m12s       Normal   Started     pod/fortio-spike-08a72f53    Started container fortio-spike-08a72f53
93s         Normal   Scheduled   pod/fortio-low-2-7d35012f    Successfully assigned minishop/fortio-low-2-7d35012f to minikube
92s         Normal   Pulling     pod/fortio-low-2-7d35012f    Pulling image "fortio/fortio:latest"
91s         Normal   Pulled      pod/fortio-low-2-7d35012f    Successfully pulled image "fortio/fortio:latest" in 1.379s (1.379s including waiting). Image size: 19001528 bytes.
90s         Normal   Started     pod/fortio-low-2-7d35012f    Started container fortio-low-2-7d35012f
90s         Normal   Created     pod/fortio-low-2-7d35012f    Created container: fortio-low-2-7d35012f
20s         Normal   Scheduled   pod/fortio-warmup-e0147c63   Successfully assigned minishop/fortio-warmup-e0147c63 to minikube
19s         Normal   Pulling     pod/fortio-warmup-e0147c63   Pulling image "fortio/fortio:latest"
18s         Normal   Created     pod/fortio-warmup-e0147c63   Created container: fortio-warmup-e0147c63
18s         Normal   Pulled      pod/fortio-warmup-e0147c63   Successfully pulled image "fortio/fortio:latest" in 1.403s (1.403s including waiting). Image size: 19001528 bytes.
17s         Normal   Started     pod/fortio-warmup-e0147c63   Started container fortio-warmup-e0147c63
3s          Normal   Scheduled   pod/fortio-low-1-d8c2a094    Successfully assigned minishop/fortio-low-1-d8c2a094 to minikube
1s          Normal   Pulling     pod/fortio-low-1-d8c2a094    Pulling image "fortio/fortio:latest"
