NAME                              READY   STATUS      RESTARTS       AGE     IP             NODE       NOMINATED NODE   READINESS GATES
fortio-low-1-b5398cef             0/1     Completed   0              177m    10.244.2.17    minikube   <none>           <none>
fortio-night-1-9568eb42           0/1     Completed   0              69s     10.244.2.245   minikube   <none>           <none>
fortio-warmup-b6584730            0/1     Error       0              22d     <none>         minikube   <none>           <none>
gateway-service-967d96996-652wb   1/1     Running     3 (6h6m ago)   4d6h    10.244.1.93    minikube   <none>           <none>
gateway-service-967d96996-mxrpk   0/1     Running     0              11s     10.244.2.247   minikube   <none>           <none>
gateway-service-967d96996-s4x9r   1/1     Running     0              2m43s   10.244.2.242   minikube   <none>           <none>
gateway-service-967d96996-vm7pt   1/1     Running     0              2m43s   10.244.2.243   minikube   <none>           <none>
gateway-service-967d96996-zg5xn   0/1     Running     0              11s     10.244.2.246   minikube   <none>           <none>
order-service-6957cffc98-g27gt    1/1     Running     0              2m43s   10.244.2.241   minikube   <none>           <none>
order-service-6957cffc98-r2np5    1/1     Running     4 (6h6m ago)   22d     10.244.1.95    minikube   <none>           <none>
product-service-bfd76d8d7-chqf4   1/1     Running     0              2m43s   10.244.2.244   minikube   <none>           <none>
product-service-bfd76d8d7-qjc46   1/1     Running     4 (6h6m ago)   22d     10.244.1.94    minikube   <none>           <none>
