NAME                              CPU(cores)   MEMORY(bytes)   
gateway-service-967d96996-652wb   40m          169Mi           
gateway-service-967d96996-k74qq   112m         172Mi           
gateway-service-967d96996-n57zq   59m          173Mi           
gateway-service-967d96996-qn2vb   58m          160Mi           
gateway-service-967d96996-wg25k   16m          220Mi           
gateway-service-967d96996-xscps   96m          169Mi           
order-service-6957cffc98-r2np5    24m          184Mi           
product-service-bfd76d8d7-qjc46   24m          179Mi           
