timestamp,namespace,pod,cpu(m),memory(Mi)
2026-01-24T04:45:27,minishop,gateway-service-68ff9dfb68-4l79c,168,165
2026-01-24T04:45:27,minishop,gateway-service-68ff9dfb68-hvzqb,277,163
2026-01-24T04:45:27,minishop,gateway-service-68ff9dfb68-kmm59,62,192
2026-01-24T04:45:27,minishop,order-service-578dc67d78-bffmv,9,158
2026-01-24T04:45:27,minishop,product-service-5b66b9564b-h8x4v,48,162
2026-01-24T04:45:30,minishop,gateway-service-68ff9dfb68-4l79c,168,165
2026-01-24T04:45:30,minishop,gateway-service-68ff9dfb68-hvzqb,277,163
2026-01-24T04:45:30,minishop,gateway-service-68ff9dfb68-kmm59,62,192
2026-01-24T04:45:30,minishop,order-service-578dc67d78-bffmv,9,158
2026-01-24T04:45:30,minishop,product-service-5b66b9564b-h8x4v,48,162
2026-01-24T04:45:32,minishop,gateway-service-68ff9dfb68-4l79c,168,165
2026-01-24T04:45:32,minishop,gateway-service-68ff9dfb68-hvzqb,277,163
2026-01-24T04:45:32,minishop,gateway-service-68ff9dfb68-kmm59,62,192
2026-01-24T04:45:32,minishop,order-service-578dc67d78-bffmv,9,158
2026-01-24T04:45:32,minishop,product-service-5b66b9564b-h8x4v,48,162
2026-01-24T04:45:35,minishop,gateway-service-68ff9dfb68-4l79c,168,165
2026-01-24T04:45:35,minishop,gateway-service-68ff9dfb68-hvzqb,277,163
2026-01-24T04:45:35,minishop,gateway-service-68ff9dfb68-kmm59,62,192
2026-01-24T04:45:35,minishop,order-service-578dc67d78-bffmv,9,158
2026-01-24T04:45:35,minishop,product-service-5b66b9564b-h8x4v,48,162
2026-01-24T04:45:38,minishop,gateway-service-68ff9dfb68-4l79c,168,165
2026-01-24T04:45:38,minishop,gateway-service-68ff9dfb68-hvzqb,277,163
2026-01-24T04:45:38,minishop,gateway-service-68ff9dfb68-kmm59,62,192
2026-01-24T04:45:38,minishop,order-service-578dc67d78-bffmv,9,158
2026-01-24T04:45:38,minishop,product-service-5b66b9564b-h8x4v,48,162
2026-01-24T04:45:40,minishop,gateway-service-68ff9dfb68-4l79c,168,165
2026-01-24T04:45:40,minishop,gateway-service-68ff9dfb68-hvzqb,277,163
2026-01-24T04:45:40,minishop,gateway-service-68ff9dfb68-kmm59,62,192
2026-01-24T04:45:40,minishop,order-service-578dc67d78-bffmv,9,158
2026-01-24T04:45:40,minishop,product-service-5b66b9564b-h8x4v,48,162
2026-01-24T04:45:43,minishop,gateway-service-68ff9dfb68-4l79c,168,165
2026-01-24T04:45:43,minishop,gateway-service-68ff9dfb68-hvzqb,277,163
2026-01-24T04:45:43,minishop,gateway-service-68ff9dfb68-kmm59,62,192
2026-01-24T04:45:43,minishop,order-service-578dc67d78-bffmv,9,158
2026-01-24T04:45:43,minishop,product-service-5b66b9564b-h8x4v,48,162
2026-01-24T04:45:46,minishop,gateway-service-68ff9dfb68-4l79c,84,166
2026-01-24T04:45:46,minishop,gateway-service-68ff9dfb68-4ppdj,486,109
2026-01-24T04:45:46,minishop,gateway-service-68ff9dfb68-89grp,486,105
2026-01-24T04:45:46,minishop,gateway-service-68ff9dfb68-hvzqb,128,166
2026-01-24T04:45:46,minishop,gateway-service-68ff9dfb68-kmm59,26,192
2026-01-24T04:45:46,minishop,gateway-service-68ff9dfb68-z6rgf,488,106
2026-01-24T04:45:46,minishop,order-service-578dc67d78-bffmv,9,158
2026-01-24T04:45:46,minishop,product-service-5b66b9564b-h8x4v,19,162
2026-01-24T04:45:48,minishop,gateway-service-68ff9dfb68-4l79c,84,166
2026-01-24T04:45:48,minishop,gateway-service-68ff9dfb68-4ppdj,486,109
