NAME                              CPU(cores)   MEMORY(bytes)   
gateway-service-967d96996-652wb   33m          178Mi           
gateway-service-967d96996-k74qq   32m          179Mi           
gateway-service-967d96996-n57zq   35m          178Mi           
gateway-service-967d96996-qn2vb   53m          184Mi           
gateway-service-967d96996-wg25k   12m          220Mi           
gateway-service-967d96996-xscps   47m          177Mi           
order-service-6957cffc98-r2np5    21m          185Mi           
product-service-bfd76d8d7-qjc46   15m          179Mi           
