NAME                              CPU(cores)   MEMORY(bytes)   
gateway-service-967d96996-652wb   30m          178Mi           
gateway-service-967d96996-k74qq   8m           178Mi           
gateway-service-967d96996-n57zq   98m          179Mi           
gateway-service-967d96996-qn2vb   30m          183Mi           
gateway-service-967d96996-wg25k   15m          220Mi           
gateway-service-967d96996-xscps   100m         177Mi           
order-service-6957cffc98-r2np5    28m          185Mi           
product-service-bfd76d8d7-qjc46   14m          179Mi           
