timestamp,namespace,pod,cpu(m),memory(Mi)
2026-01-24T04:50:04,minishop,gateway-service-68ff9dfb68-4l79c,58,172
2026-01-24T04:50:04,minishop,gateway-service-68ff9dfb68-4ppdj,225,178
2026-01-24T04:50:04,minishop,gateway-service-68ff9dfb68-89grp,121,171
2026-01-24T04:50:04,minishop,gateway-service-68ff9dfb68-hvzqb,62,168
2026-01-24T04:50:04,minishop,gateway-service-68ff9dfb68-kmm59,38,191
2026-01-24T04:50:04,minishop,gateway-service-68ff9dfb68-z6rgf,106,173
2026-01-24T04:50:04,minishop,order-service-578dc67d78-bffmv,6,158
2026-01-24T04:50:04,minishop,product-service-5b66b9564b-h8x4v,54,163
2026-01-24T04:50:07,minishop,gateway-service-68ff9dfb68-4l79c,58,172
2026-01-24T04:50:07,minishop,gateway-service-68ff9dfb68-4ppdj,225,178
2026-01-24T04:50:07,minishop,gateway-service-68ff9dfb68-89grp,121,171
2026-01-24T04:50:07,minishop,gateway-service-68ff9dfb68-hvzqb,62,168
2026-01-24T04:50:07,minishop,gateway-service-68ff9dfb68-kmm59,38,191
2026-01-24T04:50:07,minishop,gateway-service-68ff9dfb68-z6rgf,106,173
2026-01-24T04:50:07,minishop,order-service-578dc67d78-bffmv,6,158
2026-01-24T04:50:07,minishop,product-service-5b66b9564b-h8x4v,54,163
2026-01-24T04:50:09,minishop,gateway-service-68ff9dfb68-4l79c,58,172
2026-01-24T04:50:09,minishop,gateway-service-68ff9dfb68-4ppdj,225,178
2026-01-24T04:50:09,minishop,gateway-service-68ff9dfb68-89grp,121,171
2026-01-24T04:50:09,minishop,gateway-service-68ff9dfb68-hvzqb,62,168
2026-01-24T04:50:09,minishop,gateway-service-68ff9dfb68-kmm59,38,191
2026-01-24T04:50:09,minishop,gateway-service-68ff9dfb68-z6rgf,106,173
2026-01-24T04:50:09,minishop,order-service-578dc67d78-bffmv,6,158
2026-01-24T04:50:09,minishop,product-service-5b66b9564b-h8x4v,54,163
2026-01-24T04:50:12,minishop,gateway-service-68ff9dfb68-4l79c,58,172
