timestamp,namespace,pod,cpu(m),memory(Mi)
2026-01-24T04:55:12,minishop,gateway-service-68ff9dfb68-4l79c,42,182
2026-01-24T04:55:12,minishop,gateway-service-68ff9dfb68-4ppdj,58,179
2026-01-24T04:55:12,minishop,gateway-service-68ff9dfb68-89grp,26,176
2026-01-24T04:55:12,minishop,gateway-service-68ff9dfb68-hvzqb,61,171
2026-01-24T04:55:12,minishop,gateway-service-68ff9dfb68-kmm59,32,192
2026-01-24T04:55:12,minishop,gateway-service-68ff9dfb68-z6rgf,72,175
2026-01-24T04:55:12,minishop,order-service-578dc67d78-bffmv,4,158
2026-01-24T04:55:12,minishop,product-service-5b66b9564b-h8x4v,29,163
2026-01-24T04:55:14,minishop,gateway-service-68ff9dfb68-4l79c,42,182
2026-01-24T04:55:14,minishop,gateway-service-68ff9dfb68-4ppdj,58,179
2026-01-24T04:55:14,minishop,gateway-service-68ff9dfb68-89grp,26,176
2026-01-24T04:55:14,minishop,gateway-service-68ff9dfb68-hvzqb,61,171
2026-01-24T04:55:14,minishop,gateway-service-68ff9dfb68-kmm59,32,192
2026-01-24T04:55:14,minishop,gateway-service-68ff9dfb68-z6rgf,72,175
2026-01-24T04:55:14,minishop,order-service-578dc67d78-bffmv,4,158
2026-01-24T04:55:14,minishop,product-service-5b66b9564b-h8x4v,29,163
2026-01-24T04:55:17,minishop,gateway-service-68ff9dfb68-4l79c,42,182
2026-01-24T04:55:17,minishop,gateway-service-68ff9dfb68-4ppdj,58,179
2026-01-24T04:55:17,minishop,gateway-service-68ff9dfb68-89grp,26,176
2026-01-24T04:55:17,minishop,gateway-service-68ff9dfb68-hvzqb,61,171
2026-01-24T04:55:17,minishop,gateway-service-68ff9dfb68-kmm59,32,192
2026-01-24T04:55:17,minishop,gateway-service-68ff9dfb68-z6rgf,72,175
2026-01-24T04:55:17,minishop,order-service-578dc67d78-bffmv,4,158
2026-01-24T04:55:17,minishop,product-service-5b66b9564b-h8x4v,29,163
2026-01-24T04:55:19,minishop,gateway-service-68ff9dfb68-4l79c,42,182
2026-01-24T04:55:19,minishop,gateway-service-68ff9dfb68-4ppdj,58,179
2026-01-24T04:55:19,minishop,gateway-service-68ff9dfb68-89grp,26,176
2026-01-24T04:55:19,minishop,gateway-service-68ff9dfb68-hvzqb,61,171
2026-01-24T04:55:19,minishop,gateway-service-68ff9dfb68-kmm59,32,192
2026-01-24T04:55:19,minishop,gateway-service-68ff9dfb68-z6rgf,72,175
2026-01-24T04:55:19,minishop,order-service-578dc67d78-bffmv,4,158
2026-01-24T04:55:19,minishop,product-service-5b66b9564b-h8x4v,29,163
2026-01-24T04:55:22,minishop,gateway-service-68ff9dfb68-4l79c,42,182
2026-01-24T04:55:22,minishop,gateway-service-68ff9dfb68-4ppdj,58,179
2026-01-24T04:55:22,minishop,gateway-service-68ff9dfb68-89grp,26,176
2026-01-24T04:55:22,minishop,gateway-service-68ff9dfb68-hvzqb,61,171
2026-01-24T04:55:22,minishop,gateway-service-68ff9dfb68-kmm59,32,192
2026-01-24T04:55:22,minishop,gateway-service-68ff9dfb68-z6rgf,72,175
2026-01-24T04:55:22,minishop,order-service-578dc67d78-bffmv,4,158
2026-01-24T04:55:22,minishop,product-service-5b66b9564b-h8x4v,29,163
2026-01-24T04:55:24,minishop,gateway-service-68ff9dfb68-4l79c,42,182
2026-01-24T04:55:24,minishop,gateway-service-68ff9dfb68-4ppdj,58,179
2026-01-24T04:55:24,minishop,gateway-service-68ff9dfb68-89grp,26,176
2026-01-24T04:55:24,minishop,gateway-service-68ff9dfb68-hvzqb,61,171
2026-01-24T04:55:24,minishop,gateway-service-68ff9dfb68-kmm59,32,192
