LAST SEEN   TYPE      REASON              OBJECT                                  MESSAGE
30m         Normal    Scheduled           pod/nettest                             Successfully assigned minishop/nettest to minikube
30m         Normal    Pulled              pod/nettest                             Container image "busybox:1.36" already present on machine
30m         Normal    Created             pod/nettest                             Created container: nettest
30m         Normal    Started             pod/nettest                             Started container nettest
22m         Normal    Scheduled           pod/nettest                             Successfully assigned minishop/nettest to minikube
22m         Normal    Started             pod/nettest                             Started container nettest
22m         Normal    Pulled              pod/nettest                             Container image "busybox:1.36" already present on machine
22m         Normal    Created             pod/nettest                             Created container: nettest
22m         Normal    Scheduled           pod/nettest                             Successfully assigned minishop/nettest to minikube
22m         Normal    Created             pod/nettest                             Created container: nettest
22m         Normal    Pulled              pod/nettest                             Container image "busybox:1.36" already present on machine
22m         Normal    Started             pod/nettest                             Started container nettest
22m         Normal    Scheduled           pod/fortio-ae906b5d                     Successfully assigned minishop/fortio-ae906b5d to minikube
22m         Normal    Pulled              pod/fortio-ae906b5d                     Container image "fortio/fortio:1.63.0" already present on machine
22m         Normal    Created             pod/fortio-ae906b5d                     Created container: fortio-ae906b5d
22m         Normal    Started             pod/fortio-ae906b5d                     Started container fortio-ae906b5d
22m         Normal    Scheduled           pod/fortio-5b61d8ca                     Successfully assigned minishop/fortio-5b61d8ca to minikube
22m         Normal    Pulled              pod/fortio-5b61d8ca                     Container image "fortio/fortio:1.63.0" already present on machine
22m         Normal    Created             pod/fortio-5b61d8ca                     Created container: fortio-5b61d8ca
22m         Normal    Started             pod/fortio-5b61d8ca                     Started container fortio-5b61d8ca
21m         Normal    Scheduled           pod/fortio-de25b071                     Successfully assigned minishop/fortio-de25b071 to minikube
21m         Normal    Pulled              pod/fortio-de25b071                     Container image "fortio/fortio:1.63.0" already present on machine
21m         Normal    Created             pod/fortio-de25b071                     Created container: fortio-de25b071
21m         Normal    Started             pod/fortio-de25b071                     Started container fortio-de25b071
21m         Normal    Scheduled           pod/fortio-a06f7d81                     Successfully assigned minishop/fortio-a06f7d81 to minikube
21m         Normal    Started             pod/fortio-a06f7d81                     Started container fortio-a06f7d81
21m         Normal    Pulled              pod/fortio-a06f7d81                     Container image "fortio/fortio:1.63.0" already present on machine
21m         Normal    Created             pod/fortio-a06f7d81                     Created container: fortio-a06f7d81
20m         Normal    Scheduled           pod/fortio-71edca08                     Successfully assigned minishop/fortio-71edca08 to minikube
20m         Normal    Pulled              pod/fortio-71edca08                     Container image "fortio/fortio:1.63.0" already present on machine
