LAST SEEN   TYPE     REASON      OBJECT                MESSAGE
9m          Normal   Scheduled   pod/nettest           Successfully assigned minishop/nettest to minikube
8m59s       Normal   Started     pod/nettest           Started container nettest
8m59s       Normal   Created     pod/nettest           Created container: nettest
8m59s       Normal   Pulled      pod/nettest           Container image "busybox:1.36" already present on machine
66s         Normal   Scheduled   pod/nettest           Successfully assigned minishop/nettest to minikube
65s         Normal   Started     pod/nettest           Started container nettest
65s         Normal   Pulled      pod/nettest           Container image "busybox:1.36" already present on machine
65s         Normal   Created     pod/nettest           Created container: nettest
59s         Normal   Scheduled   pod/nettest           Successfully assigned minishop/nettest to minikube
59s         Normal   Created     pod/nettest           Created container: nettest
59s         Normal   Pulled      pod/nettest           Container image "busybox:1.36" already present on machine
58s         Normal   Started     pod/nettest           Started container nettest
53s         Normal   Scheduled   pod/fortio-ae906b5d   Successfully assigned minishop/fortio-ae906b5d to minikube
52s         Normal   Pulled      pod/fortio-ae906b5d   Container image "fortio/fortio:1.63.0" already present on machine
52s         Normal   Created     pod/fortio-ae906b5d   Created container: fortio-ae906b5d
51s         Normal   Started     pod/fortio-ae906b5d   Started container fortio-ae906b5d
40s         Normal   Scheduled   pod/fortio-5b61d8ca   Successfully assigned minishop/fortio-5b61d8ca to minikube
39s         Normal   Pulled      pod/fortio-5b61d8ca   Container image "fortio/fortio:1.63.0" already present on machine
39s         Normal   Created     pod/fortio-5b61d8ca   Created container: fortio-5b61d8ca
39s         Normal   Started     pod/fortio-5b61d8ca   Started container fortio-5b61d8ca
