timestamp,namespace,pod,cpu(m),memory(Mi)
2026-01-24T04:53:30,minishop,gateway-service-68ff9dfb68-4l79c,82,173
2026-01-24T04:53:30,minishop,gateway-service-68ff9dfb68-4ppdj,75,180
2026-01-24T04:53:30,minishop,gateway-service-68ff9dfb68-89grp,110,176
2026-01-24T04:53:30,minishop,gateway-service-68ff9dfb68-hvzqb,37,169
2026-01-24T04:53:30,minishop,gateway-service-68ff9dfb68-kmm59,26,191
2026-01-24T04:53:30,minishop,gateway-service-68ff9dfb68-z6rgf,73,175
2026-01-24T04:53:30,minishop,order-service-578dc67d78-bffmv,4,158
2026-01-24T04:53:30,minishop,product-service-5b66b9564b-h8x4v,36,163
2026-01-24T04:53:32,minishop,gateway-service-68ff9dfb68-4l79c,82,173
2026-01-24T04:53:32,minishop,gateway-service-68ff9dfb68-4ppdj,75,180
2026-01-24T04:53:32,minishop,gateway-service-68ff9dfb68-89grp,110,176
2026-01-24T04:53:32,minishop,gateway-service-68ff9dfb68-hvzqb,37,169
2026-01-24T04:53:32,minishop,gateway-service-68ff9dfb68-kmm59,26,191
2026-01-24T04:53:32,minishop,gateway-service-68ff9dfb68-z6rgf,73,175
2026-01-24T04:53:32,minishop,order-service-578dc67d78-bffmv,4,158
2026-01-24T04:53:32,minishop,product-service-5b66b9564b-h8x4v,36,163
2026-01-24T04:53:35,minishop,gateway-service-68ff9dfb68-4l79c,82,173
2026-01-24T04:53:35,minishop,gateway-service-68ff9dfb68-4ppdj,75,180
2026-01-24T04:53:35,minishop,gateway-service-68ff9dfb68-89grp,110,176
2026-01-24T04:53:35,minishop,gateway-service-68ff9dfb68-hvzqb,37,169
2026-01-24T04:53:35,minishop,gateway-service-68ff9dfb68-kmm59,26,191
2026-01-24T04:53:35,minishop,gateway-service-68ff9dfb68-z6rgf,73,175
2026-01-24T04:53:35,minishop,order-service-578dc67d78-bffmv,4,158
2026-01-24T04:53:35,minishop,product-service-5b66b9564b-h8x4v,36,163
2026-01-24T04:53:37,minishop,gateway-service-68ff9dfb68-4l79c,82,173
2026-01-24T04:53:37,minishop,gateway-service-68ff9dfb68-4ppdj,75,180
2026-01-24T04:53:37,minishop,gateway-service-68ff9dfb68-89grp,110,176
2026-01-24T04:53:37,minishop,gateway-service-68ff9dfb68-hvzqb,37,169
2026-01-24T04:53:37,minishop,gateway-service-68ff9dfb68-kmm59,26,191
2026-01-24T04:53:37,minishop,gateway-service-68ff9dfb68-z6rgf,73,175
2026-01-24T04:53:37,minishop,order-service-578dc67d78-bffmv,4,158
2026-01-24T04:53:37,minishop,product-service-5b66b9564b-h8x4v,36,163
2026-01-24T04:53:40,minishop,gateway-service-68ff9dfb68-4l79c,82,173
2026-01-24T04:53:40,minishop,gateway-service-68ff9dfb68-4ppdj,75,180
2026-01-24T04:53:40,minishop,gateway-service-68ff9dfb68-89grp,110,176
2026-01-24T04:53:40,minishop,gateway-service-68ff9dfb68-hvzqb,37,169
2026-01-24T04:53:40,minishop,gateway-service-68ff9dfb68-kmm59,26,191
2026-01-24T04:53:40,minishop,gateway-service-68ff9dfb68-z6rgf,73,175
2026-01-24T04:53:40,minishop,order-service-578dc67d78-bffmv,4,158
2026-01-24T04:53:40,minishop,product-service-5b66b9564b-h8x4v,36,163
2026-01-24T04:53:42,minishop,gateway-service-68ff9dfb68-4l79c,82,173
2026-01-24T04:53:42,minishop,gateway-service-68ff9dfb68-4ppdj,75,180
2026-01-24T04:53:42,minishop,gateway-service-68ff9dfb68-89grp,110,176
2026-01-24T04:53:42,minishop,gateway-service-68ff9dfb68-hvzqb,37,169
2026-01-24T04:53:42,minishop,gateway-service-68ff9dfb68-kmm59,26,191
2026-01-24T04:53:42,minishop,gateway-service-68ff9dfb68-z6rgf,73,175
2026-01-24T04:53:42,minishop,order-service-578dc67d78-bffmv,4,158
2026-01-24T04:53:42,minishop,product-service-5b66b9564b-h8x4v,36,163
2026-01-24T04:53:44,minishop,gateway-service-68ff9dfb68-4l79c,17,173
2026-01-24T04:53:44,minishop,gateway-service-68ff9dfb68-4ppdj,36,180
2026-01-24T04:53:44,minishop,gateway-service-68ff9dfb68-89grp,16,176
2026-01-24T04:53:44,minishop,gateway-service-68ff9dfb68-hvzqb,17,170
2026-01-24T04:53:44,minishop,gateway-service-68ff9dfb68-kmm59,17,192
2026-01-24T04:53:44,minishop,gateway-service-68ff9dfb68-z6rgf,18,175
2026-01-24T04:53:44,minishop,order-service-578dc67d78-bffmv,5,158
2026-01-24T04:53:44,minishop,product-service-5b66b9564b-h8x4v,12,163
2026-01-24T04:53:47,minishop,gateway-service-68ff9dfb68-4l79c,17,173
2026-01-24T04:53:47,minishop,gateway-service-68ff9dfb68-4ppdj,36,180
2026-01-24T04:53:47,minishop,gateway-service-68ff9dfb68-89grp,16,176
2026-01-24T04:53:47,minishop,gateway-service-68ff9dfb68-hvzqb,17,170
2026-01-24T04:53:47,minishop,gateway-service-68ff9dfb68-kmm59,17,192
2026-01-24T04:53:47,minishop,gateway-service-68ff9dfb68-z6rgf,18,175
2026-01-24T04:53:47,minishop,order-service-578dc67d78-bffmv,5,158
2026-01-24T04:53:47,minishop,product-service-5b66b9564b-h8x4v,12,163
2026-01-24T04:53:49,minishop,gateway-service-68ff9dfb68-4l79c,17,173
2026-01-24T04:53:49,minishop,gateway-service-68ff9dfb68-4ppdj,36,180
2026-01-24T04:53:49,minishop,gateway-service-68ff9dfb68-89grp,16,176
2026-01-24T04:53:49,minishop,gateway-service-68ff9dfb68-hvzqb,17,170
2026-01-24T04:53:49,minishop,gateway-service-68ff9dfb68-kmm59,17,192
2026-01-24T04:53:49,minishop,gateway-service-68ff9dfb68-z6rgf,18,175
2026-01-24T04:53:49,minishop,order-service-578dc67d78-bffmv,5,158
2026-01-24T04:53:49,minishop,product-service-5b66b9564b-h8x4v,12,163
2026-01-24T04:53:52,minishop,gateway-service-68ff9dfb68-4l79c,17,173
2026-01-24T04:53:52,minishop,gateway-service-68ff9dfb68-4ppdj,36,180
