LAST SEEN   TYPE      REASON              OBJECT                                  MESSAGE
28m         Normal    Scheduled           pod/nettest                             Successfully assigned minishop/nettest to minikube
28m         Normal    Pulled              pod/nettest                             Container image "busybox:1.36" already present on machine
28m         Normal    Created             pod/nettest                             Created container: nettest
28m         Normal    Started             pod/nettest                             Started container nettest
20m         Normal    Scheduled           pod/nettest                             Successfully assigned minishop/nettest to minikube
20m         Normal    Pulled              pod/nettest                             Container image "busybox:1.36" already present on machine
20m         Normal    Created             pod/nettest                             Created container: nettest
20m         Normal    Started             pod/nettest                             Started container nettest
20m         Normal    Scheduled           pod/nettest                             Successfully assigned minishop/nettest to minikube
20m         Normal    Pulled              pod/nettest                             Container image "busybox:1.36" already present on machine
20m         Normal    Created             pod/nettest                             Created container: nettest
20m         Normal    Started             pod/nettest                             Started container nettest
20m         Normal    Scheduled           pod/fortio-ae906b5d                     Successfully assigned minishop/fortio-ae906b5d to minikube
20m         Normal    Created             pod/fortio-ae906b5d                     Created container: fortio-ae906b5d
20m         Normal    Pulled              pod/fortio-ae906b5d                     Container image "fortio/fortio:1.63.0" already present on machine
20m         Normal    Started             pod/fortio-ae906b5d                     Started container fortio-ae906b5d
20m         Normal    Scheduled           pod/fortio-5b61d8ca                     Successfully assigned minishop/fortio-5b61d8ca to minikube
20m         Normal    Started             pod/fortio-5b61d8ca                     Started container fortio-5b61d8ca
20m         Normal    Pulled              pod/fortio-5b61d8ca                     Container image "fortio/fortio:1.63.0" already present on machine
20m         Normal    Created             pod/fortio-5b61d8ca                     Created container: fortio-5b61d8ca
19m         Normal    Scheduled           pod/fortio-de25b071                     Successfully assigned minishop/fortio-de25b071 to minikube
19m         Normal    Pulled              pod/fortio-de25b071                     Container image "fortio/fortio:1.63.0" already present on machine
19m         Normal    Started             pod/fortio-de25b071                     Started container fortio-de25b071
19m         Normal    Created             pod/fortio-de25b071                     Created container: fortio-de25b071
19m         Normal    Scheduled           pod/fortio-a06f7d81                     Successfully assigned minishop/fortio-a06f7d81 to minikube
19m         Normal    Created             pod/fortio-a06f7d81                     Created container: fortio-a06f7d81
19m         Normal    Started             pod/fortio-a06f7d81                     Started container fortio-a06f7d81
19m         Normal    Pulled              pod/fortio-a06f7d81                     Container image "fortio/fortio:1.63.0" already present on machine
18m         Normal    Scheduled           pod/fortio-71edca08                     Successfully assigned minishop/fortio-71edca08 to minikube
18m         Normal    Pulled              pod/fortio-71edca08                     Container image "fortio/fortio:1.63.0" already present on machine
18m         Normal    Created             pod/fortio-71edca08                     Created container: fortio-71edca08
18m         Normal    Started             pod/fortio-71edca08                     Started container fortio-71edca08
18m         Normal    Scheduled           pod/fortio-036dab72                     Successfully assigned minishop/fortio-036dab72 to minikube
18m         Normal    Pulled              pod/fortio-036dab72                     Container image "fortio/fortio:1.63.0" already present on machine
18m         Normal    Created             pod/fortio-036dab72                     Created container: fortio-036dab72
18m         Normal    Started             pod/fortio-036dab72                     Started container fortio-036dab72
17m         Normal    Scheduled           pod/fortio-fe80b693                     Successfully assigned minishop/fortio-fe80b693 to minikube
17m         Normal    Pulled              pod/fortio-fe80b693                     Container image "fortio/fortio:1.63.0" already present on machine
17m         Normal    Started             pod/fortio-fe80b693                     Started container fortio-fe80b693
17m         Normal    Created             pod/fortio-fe80b693                     Created container: fortio-fe80b693
17m         Normal    Scheduled           pod/fortio-fca4d6e0                     Successfully assigned minishop/fortio-fca4d6e0 to minikube
17m         Normal    Pulled              pod/fortio-fca4d6e0                     Container image "fortio/fortio:1.63.0" already present on machine
17m         Normal    Created             pod/fortio-fca4d6e0                     Created container: fortio-fca4d6e0
17m         Normal    Started             pod/fortio-fca4d6e0                     Started container fortio-fca4d6e0
16m         Normal    Scheduled           pod/fortio-2e5704fc                     Successfully assigned minishop/fortio-2e5704fc to minikube
16m         Normal    Started             pod/fortio-2e5704fc                     Started container fortio-2e5704fc
16m         Normal    Created             pod/fortio-2e5704fc                     Created container: fortio-2e5704fc
16m         Normal    Pulled              pod/fortio-2e5704fc                     Container image "fortio/fortio:1.63.0" already present on machine
16m         Normal    Scheduled           pod/fortio-19ecaf76                     Successfully assigned minishop/fortio-19ecaf76 to minikube
16m         Normal    Pulled              pod/fortio-19ecaf76                     Container image "fortio/fortio:1.63.0" already present on machine
16m         Normal    Started             pod/fortio-19ecaf76                     Started container fortio-19ecaf76
16m         Normal    Created             pod/fortio-19ecaf76                     Created container: fortio-19ecaf76
16m         Normal    Scheduled           pod/fortio-143ce05a                     Successfully assigned minishop/fortio-143ce05a to minikube
16m         Normal    Pulled              pod/fortio-143ce05a                     Container image "fortio/fortio:1.63.0" already present on machine
16m         Normal    Created             pod/fortio-143ce05a                     Created container: fortio-143ce05a
16m         Normal    Started             pod/fortio-143ce05a                     Started container fortio-143ce05a
15m         Normal    Scheduled           pod/fortio-fe5b712a                     Successfully assigned minishop/fortio-fe5b712a to minikube
15m         Normal    Created             pod/fortio-fe5b712a                     Created container: fortio-fe5b712a
15m         Normal    Pulled              pod/fortio-fe5b712a                     Container image "fortio/fortio:1.63.0" already present on machine
15m         Normal    Started             pod/fortio-fe5b712a                     Started container fortio-fe5b712a
15m         Normal    Scheduled           pod/fortio-978f51a2                     Successfully assigned minishop/fortio-978f51a2 to minikube
15m         Normal    Created             pod/fortio-978f51a2                     Created container: fortio-978f51a2
15m         Normal    Pulled              pod/fortio-978f51a2                     Container image "fortio/fortio:1.63.0" already present on machine
15m         Normal    Started             pod/fortio-978f51a2                     Started container fortio-978f51a2
15m         Normal    Scheduled           pod/fortio-92e54f87                     Successfully assigned minishop/fortio-92e54f87 to minikube
15m         Normal    Pulled              pod/fortio-92e54f87                     Container image "fortio/fortio:1.63.0" already present on machine
15m         Normal    Created             pod/fortio-92e54f87                     Created container: fortio-92e54f87
15m         Normal    Started             pod/fortio-92e54f87                     Started container fortio-92e54f87
14m         Normal    Scheduled           pod/fortio-e95fc817                     Successfully assigned minishop/fortio-e95fc817 to minikube
14m         Normal    Created             pod/fortio-e95fc817                     Created container: fortio-e95fc817
14m         Normal    Pulled              pod/fortio-e95fc817                     Container image "fortio/fortio:1.63.0" already present on machine
14m         Normal    Started             pod/fortio-e95fc817                     Started container fortio-e95fc817
14m         Normal    Scheduled           pod/fortio-f564c2d3                     Successfully assigned minishop/fortio-f564c2d3 to minikube
14m         Normal    Created             pod/fortio-f564c2d3                     Created container: fortio-f564c2d3
14m         Normal    Started             pod/fortio-f564c2d3                     Started container fortio-f564c2d3
14m         Normal    Pulled              pod/fortio-f564c2d3                     Container image "fortio/fortio:1.63.0" already present on machine
13m         Normal    Scheduled           pod/fortio-02af395d                     Successfully assigned minishop/fortio-02af395d to minikube
13m         Normal    Pulled              pod/fortio-02af395d                     Container image "fortio/fortio:1.63.0" already present on machine
13m         Normal    Started             pod/fortio-02af395d                     Started container fortio-02af395d
13m         Normal    Created             pod/fortio-02af395d                     Created container: fortio-02af395d
13m         Normal    Scheduled           pod/fortio-1fdb3e76                     Successfully assigned minishop/fortio-1fdb3e76 to minikube
13m         Normal    Created             pod/fortio-1fdb3e76                     Created container: fortio-1fdb3e76
13m         Normal    Pulled              pod/fortio-1fdb3e76                     Container image "fortio/fortio:1.63.0" already present on machine
13m         Normal    Started             pod/fortio-1fdb3e76                     Started container fortio-1fdb3e76
12m         Normal    Scheduled           pod/nettest                             Successfully assigned minishop/nettest to minikube
12m         Normal    Started             pod/nettest                             Started container nettest
12m         Normal    Pulled              pod/nettest                             Container image "busybox:1.36" already present on machine
12m         Normal    Created             pod/nettest                             Created container: nettest
12m         Normal    Scheduled           pod/fortio-b1572f9c                     Successfully assigned minishop/fortio-b1572f9c to minikube
12m         Normal    Pulled              pod/fortio-b1572f9c                     Container image "fortio/fortio:1.63.0" already present on machine
12m         Normal    Created             pod/fortio-b1572f9c                     Created container: fortio-b1572f9c
12m         Normal    Started             pod/fortio-b1572f9c                     Started container fortio-b1572f9c
12m         Normal    SuccessfulCreate    replicaset/gateway-service-68ff9dfb68   Created pod: gateway-service-68ff9dfb68-4l79c
12m         Normal    ScalingReplicaSet   deployment/gateway-service              Scaled up replica set gateway-service-68ff9dfb68 from 1 to 3
12m         Normal    Scheduled           pod/gateway-service-68ff9dfb68-hvzqb    Successfully assigned minishop/gateway-service-68ff9dfb68-hvzqb to minikube
12m         Normal    Scheduled           pod/gateway-service-68ff9dfb68-4l79c    Successfully assigned minishop/gateway-service-68ff9dfb68-4l79c to minikube
12m         Normal    SuccessfulRescale   horizontalpodautoscaler/gateway-hpa     New size: 3; reason: cpu resource utilization (percentage of request) above target
12m         Normal    SuccessfulCreate    replicaset/gateway-service-68ff9dfb68   Created pod: gateway-service-68ff9dfb68-hvzqb
12m         Normal    Created             pod/gateway-service-68ff9dfb68-4l79c    Created container: gateway-service
12m         Normal    Pulled              pod/gateway-service-68ff9dfb68-4l79c    Container image "minishop/gateway-service:0.1" already present on machine
12m         Normal    Created             pod/gateway-service-68ff9dfb68-hvzqb    Created container: gateway-service
12m         Normal    Pulled              pod/gateway-service-68ff9dfb68-hvzqb    Container image "minishop/gateway-service:0.1" already present on machine
12m         Normal    Started             pod/gateway-service-68ff9dfb68-hvzqb    Started container gateway-service
12m         Normal    Scheduled           pod/fortio-5f081bad                     Successfully assigned minishop/fortio-5f081bad to minikube
12m         Normal    Started             pod/gateway-service-68ff9dfb68-4l79c    Started container gateway-service
12m         Normal    Pulled              pod/fortio-5f081bad                     Container image "fortio/fortio:1.63.0" already present on machine
12m         Normal    Created             pod/fortio-5f081bad                     Created container: fortio-5f081bad
12m         Normal    Started             pod/fortio-5f081bad                     Started container fortio-5f081bad
11m         Warning   Unhealthy           pod/gateway-service-68ff9dfb68-4l79c    Startup probe failed: Get "http://10.244.2.212:8081/actuator/health": dial tcp 10.244.2.212:8081: connect: connection refused
11m         Warning   Unhealthy           pod/gateway-service-68ff9dfb68-hvzqb    Startup probe failed: Get "http://10.244.2.213:8081/actuator/health": dial tcp 10.244.2.213:8081: connect: connection refused
11m         Normal    Scheduled           pod/fortio-368fabc0                     Successfully assigned minishop/fortio-368fabc0 to minikube
11m         Normal    Started             pod/fortio-368fabc0                     Started container fortio-368fabc0
11m         Normal    Created             pod/fortio-368fabc0                     Created container: fortio-368fabc0
11m         Normal    Pulled              pod/fortio-368fabc0                     Container image "fortio/fortio:1.63.0" already present on machine
11m         Warning   Unhealthy           pod/gateway-service-68ff9dfb68-4l79c    Startup probe failed: Get "http://10.244.2.212:8081/actuator/health": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
11m         Warning   Unhealthy           pod/gateway-service-68ff9dfb68-hvzqb    Startup probe failed: Get "http://10.244.2.213:8081/actuator/health": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
11m         Normal    Scheduled           pod/fortio-a26ed17b                     Successfully assigned minishop/fortio-a26ed17b to minikube
11m         Normal    Pulled              pod/fortio-a26ed17b                     Container image "fortio/fortio:1.63.0" already present on machine
11m         Normal    Created             pod/fortio-a26ed17b                     Created container: fortio-a26ed17b
11m         Normal    Started             pod/fortio-a26ed17b                     Started container fortio-a26ed17b
10m         Normal    Scheduled           pod/fortio-caebd375                     Successfully assigned minishop/fortio-caebd375 to minikube
10m         Normal    Started             pod/fortio-caebd375                     Started container fortio-caebd375
10m         Normal    Pulled              pod/fortio-caebd375                     Container image "fortio/fortio:1.63.0" already present on machine
10m         Normal    Created             pod/fortio-caebd375                     Created container: fortio-caebd375
10m         Normal    Scheduled           pod/fortio-f31489d2                     Successfully assigned minishop/fortio-f31489d2 to minikube
10m         Normal    Created             pod/fortio-f31489d2                     Created container: fortio-f31489d2
10m         Normal    Pulled              pod/fortio-f31489d2                     Container image "fortio/fortio:1.63.0" already present on machine
10m         Normal    Started             pod/fortio-f31489d2                     Started container fortio-f31489d2
9m52s       Normal    Scheduled           pod/fortio-cf8b7029                     Successfully assigned minishop/fortio-cf8b7029 to minikube
9m51s       Normal    Pulled              pod/fortio-cf8b7029                     Container image "fortio/fortio:1.63.0" already present on machine
9m51s       Normal    Created             pod/fortio-cf8b7029                     Created container: fortio-cf8b7029
9m50s       Normal    Started             pod/fortio-cf8b7029                     Started container fortio-cf8b7029
