NAME                              CPU(cores)   MEMORY(bytes)   
gateway-service-967d96996-652wb   147m         179Mi           
gateway-service-967d96996-k74qq   41m          180Mi           
gateway-service-967d96996-n57zq   98m          180Mi           
gateway-service-967d96996-qn2vb   70m          166Mi           
gateway-service-967d96996-wg25k   64m          221Mi           
gateway-service-967d96996-xscps   58m          174Mi           
order-service-6957cffc98-r2np5    35m          184Mi           
product-service-bfd76d8d7-qjc46   30m          179Mi           
