timestamp,namespace,pod,cpu(m),memory(Mi)
2026-01-24T04:39:54,minishop,gateway-service-68ff9dfb68-kmm59,68,192
2026-01-24T04:39:54,minishop,order-service-578dc67d78-bffmv,4,158
2026-01-24T04:39:54,minishop,product-service-5b66b9564b-h8x4v,16,162
2026-01-24T04:39:57,minishop,gateway-service-68ff9dfb68-kmm59,68,192
2026-01-24T04:39:57,minishop,order-service-578dc67d78-bffmv,4,158
2026-01-24T04:39:57,minishop,product-service-5b66b9564b-h8x4v,16,162
2026-01-24T04:40:00,minishop,gateway-service-68ff9dfb68-kmm59,68,192
2026-01-24T04:40:00,minishop,order-service-578dc67d78-bffmv,4,158
2026-01-24T04:40:00,minishop,product-service-5b66b9564b-h8x4v,16,162
2026-01-24T04:40:02,minishop,gateway-service-68ff9dfb68-kmm59,68,192
2026-01-24T04:40:02,minishop,order-service-578dc67d78-bffmv,4,158
2026-01-24T04:40:02,minishop,product-service-5b66b9564b-h8x4v,16,162
2026-01-24T04:40:05,minishop,gateway-service-68ff9dfb68-kmm59,68,192
2026-01-24T04:40:05,minishop,order-service-578dc67d78-bffmv,4,158
2026-01-24T04:40:05,minishop,product-service-5b66b9564b-h8x4v,16,162
2026-01-24T04:40:07,minishop,gateway-service-68ff9dfb68-kmm59,68,192
2026-01-24T04:40:07,minishop,order-service-578dc67d78-bffmv,4,158
2026-01-24T04:40:07,minishop,product-service-5b66b9564b-h8x4v,16,162
2026-01-24T04:40:10,minishop,gateway-service-68ff9dfb68-kmm59,68,192
2026-01-24T04:40:10,minishop,order-service-578dc67d78-bffmv,4,158
2026-01-24T04:40:10,minishop,product-service-5b66b9564b-h8x4v,16,162
2026-01-24T04:40:12,minishop,gateway-service-68ff9dfb68-kmm59,68,192
2026-01-24T04:40:12,minishop,order-service-578dc67d78-bffmv,4,158
2026-01-24T04:40:12,minishop,product-service-5b66b9564b-h8x4v,16,162
2026-01-24T04:40:15,minishop,gateway-service-68ff9dfb68-kmm59,68,192
2026-01-24T04:40:15,minishop,order-service-578dc67d78-bffmv,4,158
2026-01-24T04:40:15,minishop,product-service-5b66b9564b-h8x4v,16,162
2026-01-24T04:40:17,minishop,gateway-service-68ff9dfb68-kmm59,68,192
2026-01-24T04:40:17,minishop,order-service-578dc67d78-bffmv,4,158
2026-01-24T04:40:17,minishop,product-service-5b66b9564b-h8x4v,16,162
2026-01-24T04:40:20,minishop,gateway-service-68ff9dfb68-kmm59,68,192
2026-01-24T04:40:20,minishop,order-service-578dc67d78-bffmv,4,158
2026-01-24T04:40:20,minishop,product-service-5b66b9564b-h8x4v,16,162
2026-01-24T04:40:22,minishop,gateway-service-68ff9dfb68-kmm59,68,192
2026-01-24T04:40:22,minishop,order-service-578dc67d78-bffmv,4,158
2026-01-24T04:40:22,minishop,product-service-5b66b9564b-h8x4v,16,162
2026-01-24T04:40:25,minishop,gateway-service-68ff9dfb68-kmm59,68,192
2026-01-24T04:40:25,minishop,order-service-578dc67d78-bffmv,4,158
2026-01-24T04:40:25,minishop,product-service-5b66b9564b-h8x4v,16,162
2026-01-24T04:40:27,minishop,gateway-service-68ff9dfb68-kmm59,68,192
2026-01-24T04:40:27,minishop,order-service-578dc67d78-bffmv,4,158
2026-01-24T04:40:27,minishop,product-service-5b66b9564b-h8x4v,16,162
2026-01-24T04:40:30,minishop,gateway-service-68ff9dfb68-kmm59,68,192
2026-01-24T04:40:30,minishop,order-service-578dc67d78-bffmv,4,158
2026-01-24T04:40:30,minishop,product-service-5b66b9564b-h8x4v,16,162
2026-01-24T04:40:32,minishop,gateway-service-68ff9dfb68-kmm59,68,192
2026-01-24T04:40:32,minishop,order-service-578dc67d78-bffmv,4,158
2026-01-24T04:40:32,minishop,product-service-5b66b9564b-h8x4v,16,162
2026-01-24T04:40:35,minishop,gateway-service-68ff9dfb68-kmm59,68,192
2026-01-24T04:40:35,minishop,order-service-578dc67d78-bffmv,4,158
2026-01-24T04:40:35,minishop,product-service-5b66b9564b-h8x4v,16,162
2026-01-24T04:40:37,minishop,gateway-service-68ff9dfb68-kmm59,68,192
2026-01-24T04:40:37,minishop,order-service-578dc67d78-bffmv,4,158
2026-01-24T04:40:37,minishop,product-service-5b66b9564b-h8x4v,16,162
