timestamp,deploy,replicas_ready,replicas_total
2026-01-24T03:01:42.5622616+01:00,ERROR,0,0
2026-01-24T03:01:42.6610303+01:00,ERROR,0,0
2026-01-24T03:01:42.6712628+01:00,ERROR,0,0
2026-01-24T03:01:42.6809313+01:00,ERROR,0,0
2026-01-24T03:01:42.6904752+01:00,ERROR,0,0
2026-01-24T03:01:42.7003288+01:00,ERROR,0,0
2026-01-24T03:01:42.7112117+01:00,ERROR,0,0
2026-01-24T03:01:42.7224460+01:00,ERROR,0,0
2026-01-24T03:01:42.7354172+01:00,ERROR,0,0
2026-01-24T03:01:42.7473423+01:00,ERROR,0,0
2026-01-24T03:01:42.7571222+01:00,ERROR,0,0
2026-01-24T03:01:42.7652129+01:00,ERROR,0,0
2026-01-24T03:01:42.7747620+01:00,ERROR,0,0
2026-01-24T03:01:42.7838652+01:00,ERROR,0,0
2026-01-24T03:01:42.7930741+01:00,ERROR,0,0
2026-01-24T03:01:42.8066263+01:00,ERROR,0,0
2026-01-24T03:01:42.8157970+01:00,ERROR,0,0
2026-01-24T03:01:42.8259686+01:00,ERROR,0,0
2026-01-24T03:01:42.8351753+01:00,ERROR,0,0
2026-01-24T03:01:42.8632879+01:00,ERROR,0,0
2026-01-24T03:01:42.8793568+01:00,ERROR,0,0
2026-01-24T03:01:42.8938299+01:00,ERROR,0,0
2026-01-24T03:01:42.9041174+01:00,ERROR,0,0
2026-01-24T03:01:42.9143463+01:00,ERROR,0,0
2026-01-24T03:01:42.9238767+01:00,ERROR,0,0
2026-01-24T03:01:42.9331383+01:00,ERROR,0,0
2026-01-24T03:01:42.9450345+01:00,ERROR,0,0
2026-01-24T03:01:42.9571571+01:00,ERROR,0,0
2026-01-24T03:01:42.9663050+01:00,ERROR,0,0
2026-01-24T03:01:42.9788324+01:00,ERROR,0,0
2026-01-24T03:01:42.9893772+01:00,ERROR,0,0
2026-01-24T03:01:42.9983768+01:00,ERROR,0,0
2026-01-24T03:01:43.0095089+01:00,ERROR,0,0
2026-01-24T03:01:43.0197102+01:00,ERROR,0,0
2026-01-24T03:01:43.0304563+01:00,ERROR,0,0
2026-01-24T03:01:43.0395712+01:00,ERROR,0,0
2026-01-24T03:01:43.0497734+01:00,ERROR,0,0
2026-01-24T03:01:43.0583308+01:00,ERROR,0,0
2026-01-24T03:01:43.0679981+01:00,ERROR,0,0
2026-01-24T03:01:43.0791577+01:00,ERROR,0,0
2026-01-24T03:01:43.0887544+01:00,ERROR,0,0
2026-01-24T03:01:43.0978225+01:00,ERROR,0,0
2026-01-24T03:01:43.1077676+01:00,ERROR,0,0
