LAST SEEN   TYPE     REASON      OBJECT                MESSAGE
12m         Normal   Scheduled   pod/nettest           Successfully assigned minishop/nettest to minikube
12m         Normal   Pulled      pod/nettest           Container image "busybox:1.36" already present on machine
12m         Normal   Created     pod/nettest           Created container: nettest
12m         Normal   Started     pod/nettest           Started container nettest
4m38s       Normal   Scheduled   pod/nettest           Successfully assigned minishop/nettest to minikube
4m37s       Normal   Started     pod/nettest           Started container nettest
4m37s       Normal   Created     pod/nettest           Created container: nettest
4m37s       Normal   Pulled      pod/nettest           Container image "busybox:1.36" already present on machine
4m31s       Normal   Scheduled   pod/nettest           Successfully assigned minishop/nettest to minikube
4m31s       Normal   Pulled      pod/nettest           Container image "busybox:1.36" already present on machine
4m31s       Normal   Created     pod/nettest           Created container: nettest
4m30s       Normal   Started     pod/nettest           Started container nettest
4m25s       Normal   Scheduled   pod/fortio-ae906b5d   Successfully assigned minishop/fortio-ae906b5d to minikube
4m24s       Normal   Created     pod/fortio-ae906b5d   Created container: fortio-ae906b5d
4m24s       Normal   Pulled      pod/fortio-ae906b5d   Container image "fortio/fortio:1.63.0" already present on machine
4m23s       Normal   Started     pod/fortio-ae906b5d   Started container fortio-ae906b5d
4m12s       Normal   Scheduled   pod/fortio-5b61d8ca   Successfully assigned minishop/fortio-5b61d8ca to minikube
4m11s       Normal   Pulled      pod/fortio-5b61d8ca   Container image "fortio/fortio:1.63.0" already present on machine
4m11s       Normal   Started     pod/fortio-5b61d8ca   Started container fortio-5b61d8ca
4m11s       Normal   Created     pod/fortio-5b61d8ca   Created container: fortio-5b61d8ca
3m25s       Normal   Scheduled   pod/fortio-de25b071   Successfully assigned minishop/fortio-de25b071 to minikube
3m25s       Normal   Pulled      pod/fortio-de25b071   Container image "fortio/fortio:1.63.0" already present on machine
3m24s       Normal   Started     pod/fortio-de25b071   Started container fortio-de25b071
3m24s       Normal   Created     pod/fortio-de25b071   Created container: fortio-de25b071
3m15s       Normal   Scheduled   pod/fortio-a06f7d81   Successfully assigned minishop/fortio-a06f7d81 to minikube
3m14s       Normal   Pulled      pod/fortio-a06f7d81   Container image "fortio/fortio:1.63.0" already present on machine
3m14s       Normal   Created     pod/fortio-a06f7d81   Created container: fortio-a06f7d81
3m14s       Normal   Started     pod/fortio-a06f7d81   Started container fortio-a06f7d81
2m33s       Normal   Scheduled   pod/fortio-71edca08   Successfully assigned minishop/fortio-71edca08 to minikube
2m32s       Normal   Pulled      pod/fortio-71edca08   Container image "fortio/fortio:1.63.0" already present on machine
2m32s       Normal   Started     pod/fortio-71edca08   Started container fortio-71edca08
2m32s       Normal   Created     pod/fortio-71edca08   Created container: fortio-71edca08
2m23s       Normal   Scheduled   pod/fortio-036dab72   Successfully assigned minishop/fortio-036dab72 to minikube
2m23s       Normal   Pulled      pod/fortio-036dab72   Container image "fortio/fortio:1.63.0" already present on machine
2m22s       Normal   Started     pod/fortio-036dab72   Started container fortio-036dab72
2m22s       Normal   Created     pod/fortio-036dab72   Created container: fortio-036dab72
101s        Normal   Scheduled   pod/fortio-fe80b693   Successfully assigned minishop/fortio-fe80b693 to minikube
101s        Normal   Pulled      pod/fortio-fe80b693   Container image "fortio/fortio:1.63.0" already present on machine
100s        Normal   Created     pod/fortio-fe80b693   Created container: fortio-fe80b693
100s        Normal   Started     pod/fortio-fe80b693   Started container fortio-fe80b693
91s         Normal   Scheduled   pod/fortio-fca4d6e0   Successfully assigned minishop/fortio-fca4d6e0 to minikube
91s         Normal   Pulled      pod/fortio-fca4d6e0   Container image "fortio/fortio:1.63.0" already present on machine
90s         Normal   Created     pod/fortio-fca4d6e0   Created container: fortio-fca4d6e0
90s         Normal   Started     pod/fortio-fca4d6e0   Started container fortio-fca4d6e0
48s         Normal   Scheduled   pod/fortio-2e5704fc   Successfully assigned minishop/fortio-2e5704fc to minikube
47s         Normal   Pulled      pod/fortio-2e5704fc   Container image "fortio/fortio:1.63.0" already present on machine
47s         Normal   Created     pod/fortio-2e5704fc   Created container: fortio-2e5704fc
47s         Normal   Started     pod/fortio-2e5704fc   Started container fortio-2e5704fc
36s         Normal   Scheduled   pod/fortio-19ecaf76   Successfully assigned minishop/fortio-19ecaf76 to minikube
36s         Normal   Pulled      pod/fortio-19ecaf76   Container image "fortio/fortio:1.63.0" already present on machine
35s         Normal   Started     pod/fortio-19ecaf76   Started container fortio-19ecaf76
35s         Normal   Created     pod/fortio-19ecaf76   Created container: fortio-19ecaf76
