NAME                              CPU(cores)   MEMORY(bytes)   
gateway-service-967d96996-652wb   66m          193Mi           
gateway-service-967d96996-k74qq   35m          196Mi           
gateway-service-967d96996-n57zq   18m          191Mi           
gateway-service-967d96996-qn2vb   100m         190Mi           
gateway-service-967d96996-wg25k   54m          221Mi           
gateway-service-967d96996-xscps   84m          193Mi           
order-service-6957cffc98-r2np5    37m          186Mi           
product-service-bfd76d8d7-qjc46   31m          180Mi           
