NAME                              CPU(cores)   MEMORY(bytes)   
gateway-service-967d96996-652wb   14m          192Mi           
gateway-service-967d96996-k74qq   14m          196Mi           
gateway-service-967d96996-n57zq   13m          191Mi           
gateway-service-967d96996-qn2vb   16m          189Mi           
gateway-service-967d96996-wg25k   10m          221Mi           
gateway-service-967d96996-xscps   22m          192Mi           
order-service-6957cffc98-r2np5    13m          186Mi           
product-service-bfd76d8d7-qjc46   10m          180Mi           
