NAME                              READY   STATUS              RESTARTS       AGE    IP            NODE       NOMINATED NODE   READINESS GATES
fortio-low-2-5682e4bf             0/1     ContainerCreating   0              0s     <none>        minikube   <none>           <none>
fortio-warmup-b6584730            0/1     Error               0              22d    <none>        minikube   <none>           <none>
gateway-service-967d96996-652wb   1/1     Running             3 (154m ago)   4d3h   10.244.1.93   minikube   <none>           <none>
gateway-service-967d96996-cjffm   0/1     ContainerCreating   0              0s     <none>        minikube   <none>           <none>
gateway-service-967d96996-k6wlf   0/1     ContainerCreating   0              0s     <none>        minikube   <none>           <none>
gateway-service-967d96996-kbxx8   0/1     ContainerCreating   0              0s     <none>        minikube   <none>           <none>
order-service-6957cffc98-r2np5    1/1     Running             4 (154m ago)   22d    10.244.1.95   minikube   <none>           <none>
product-service-bfd76d8d7-qjc46   1/1     Running             4 (154m ago)   22d    10.244.1.94   minikube   <none>           <none>
