LAST SEEN   TYPE     REASON      OBJECT                       MESSAGE
7m17s       Normal   Scheduled   pod/nettest                  Successfully assigned minishop/nettest to minikube
7m16s       Normal   Created     pod/nettest                  Created container: nettest
7m16s       Normal   Started     pod/nettest                  Started container nettest
7m16s       Normal   Pulled      pod/nettest                  Container image "busybox:1.36" already present on machine
7m11s       Normal   Scheduled   pod/fortio-warmup-f7ad20e4   Successfully assigned minishop/fortio-warmup-f7ad20e4 to minikube
7m9s        Normal   Pulling     pod/fortio-warmup-f7ad20e4   Pulling image "fortio/fortio:latest"
7m8s        Normal   Pulled      pod/fortio-warmup-f7ad20e4   Successfully pulled image "fortio/fortio:latest" in 1.49s (1.49s including waiting). Image size: 19001528 bytes.
7m8s        Normal   Created     pod/fortio-warmup-f7ad20e4   Created container: fortio-warmup-f7ad20e4
7m7s        Normal   Started     pod/fortio-warmup-f7ad20e4   Started container fortio-warmup-f7ad20e4
6m54s       Normal   Scheduled   pod/fortio-low-1-de61f0c5    Successfully assigned minishop/fortio-low-1-de61f0c5 to minikube
6m53s       Normal   Pulling     pod/fortio-low-1-de61f0c5    Pulling image "fortio/fortio:latest"
6m51s       Normal   Created     pod/fortio-low-1-de61f0c5    Created container: fortio-low-1-de61f0c5
6m51s       Normal   Started     pod/fortio-low-1-de61f0c5    Started container fortio-low-1-de61f0c5
6m51s       Normal   Pulled      pod/fortio-low-1-de61f0c5    Successfully pulled image "fortio/fortio:latest" in 1.478s (1.478s including waiting). Image size: 19001528 bytes.
5m42s       Normal   Scheduled   pod/fortio-spike-08a72f53    Successfully assigned minishop/fortio-spike-08a72f53 to minikube
5m40s       Normal   Pulling     pod/fortio-spike-08a72f53    Pulling image "fortio/fortio:latest"
5m38s       Normal   Created     pod/fortio-spike-08a72f53    Created container: fortio-spike-08a72f53
5m38s       Normal   Started     pod/fortio-spike-08a72f53    Started container fortio-spike-08a72f53
5m38s       Normal   Pulled      pod/fortio-spike-08a72f53    Successfully pulled image "fortio/fortio:latest" in 1.447s (1.447s including waiting). Image size: 19001528 bytes.
4m59s       Normal   Scheduled   pod/fortio-low-2-7d35012f    Successfully assigned minishop/fortio-low-2-7d35012f to minikube
4m58s       Normal   Pulling     pod/fortio-low-2-7d35012f    Pulling image "fortio/fortio:latest"
4m57s       Normal   Pulled      pod/fortio-low-2-7d35012f    Successfully pulled image "fortio/fortio:latest" in 1.379s (1.379s including waiting). Image size: 19001528 bytes.
4m56s       Normal   Created     pod/fortio-low-2-7d35012f    Created container: fortio-low-2-7d35012f
4m56s       Normal   Started     pod/fortio-low-2-7d35012f    Started container fortio-low-2-7d35012f
3m46s       Normal   Scheduled   pod/fortio-warmup-e0147c63   Successfully assigned minishop/fortio-warmup-e0147c63 to minikube
3m45s       Normal   Pulling     pod/fortio-warmup-e0147c63   Pulling image "fortio/fortio:latest"
3m44s       Normal   Pulled      pod/fortio-warmup-e0147c63   Successfully pulled image "fortio/fortio:latest" in 1.403s (1.403s including waiting). Image size: 19001528 bytes.
3m44s       Normal   Created     pod/fortio-warmup-e0147c63   Created container: fortio-warmup-e0147c63
3m43s       Normal   Started     pod/fortio-warmup-e0147c63   Started container fortio-warmup-e0147c63
3m29s       Normal   Scheduled   pod/fortio-low-1-d8c2a094    Successfully assigned minishop/fortio-low-1-d8c2a094 to minikube
3m27s       Normal   Pulling     pod/fortio-low-1-d8c2a094    Pulling image "fortio/fortio:latest"
3m26s       Normal   Created     pod/fortio-low-1-d8c2a094    Created container: fortio-low-1-d8c2a094
3m26s       Normal   Pulled      pod/fortio-low-1-d8c2a094    Successfully pulled image "fortio/fortio:latest" in 1.376s (1.376s including waiting). Image size: 19001528 bytes.
3m25s       Normal   Started     pod/fortio-low-1-d8c2a094    Started container fortio-low-1-d8c2a094
2m15s       Normal   Scheduled   pod/fortio-spike-170ca9d4    Successfully assigned minishop/fortio-spike-170ca9d4 to minikube
2m14s       Normal   Pulling     pod/fortio-spike-170ca9d4    Pulling image "fortio/fortio:latest"
2m12s       Normal   Created     pod/fortio-spike-170ca9d4    Created container: fortio-spike-170ca9d4
2m12s       Normal   Pulled      pod/fortio-spike-170ca9d4    Successfully pulled image "fortio/fortio:latest" in 1.483s (1.483s including waiting). Image size: 19001528 bytes.
2m11s       Normal   Started     pod/fortio-spike-170ca9d4    Started container fortio-spike-170ca9d4
92s         Normal   Scheduled   pod/fortio-low-2-54276efa    Successfully assigned minishop/fortio-low-2-54276efa to minikube
91s         Normal   Pulling     pod/fortio-low-2-54276efa    Pulling image "fortio/fortio:latest"
89s         Normal   Started     pod/fortio-low-2-54276efa    Started container fortio-low-2-54276efa
89s         Normal   Created     pod/fortio-low-2-54276efa    Created container: fortio-low-2-54276efa
89s         Normal   Pulled      pod/fortio-low-2-54276efa    Successfully pulled image "fortio/fortio:latest" in 1.415s (1.415s including waiting). Image size: 19001528 bytes.
19s         Normal   Scheduled   pod/fortio-warmup-d1604bf3   Successfully assigned minishop/fortio-warmup-d1604bf3 to minikube
18s         Normal   Pulling     pod/fortio-warmup-d1604bf3   Pulling image "fortio/fortio:latest"
17s         Normal   Created     pod/fortio-warmup-d1604bf3   Created container: fortio-warmup-d1604bf3
17s         Normal   Pulled      pod/fortio-warmup-d1604bf3   Successfully pulled image "fortio/fortio:latest" in 1.438s (1.438s including waiting). Image size: 19001528 bytes.
16s         Normal   Started     pod/fortio-warmup-d1604bf3   Started container fortio-warmup-d1604bf3
3s          Normal   Scheduled   pod/fortio-low-1-7903865d    Successfully assigned minishop/fortio-low-1-7903865d to minikube
1s          Normal   Pulling     pod/fortio-low-1-7903865d    Pulling image "fortio/fortio:latest"
