timestamp,namespace,pod,cpu(m),memory(Mi)
2026-01-24T05:02:12,minishop,gateway-service-68ff9dfb68-4l79c,40,177
2026-01-24T05:02:12,minishop,gateway-service-68ff9dfb68-4ppdj,24,179
2026-01-24T05:02:12,minishop,gateway-service-68ff9dfb68-89grp,20,178
2026-01-24T05:02:12,minishop,gateway-service-68ff9dfb68-hvzqb,7,178
2026-01-24T05:02:12,minishop,gateway-service-68ff9dfb68-kmm59,12,192
2026-01-24T05:02:12,minishop,gateway-service-68ff9dfb68-z6rgf,15,177
2026-01-24T05:02:12,minishop,order-service-578dc67d78-bffmv,4,159
2026-01-24T05:02:12,minishop,product-service-5b66b9564b-h8x4v,18,163
2026-01-24T05:02:15,minishop,gateway-service-68ff9dfb68-4l79c,40,177
2026-01-24T05:02:15,minishop,gateway-service-68ff9dfb68-4ppdj,24,179
2026-01-24T05:02:15,minishop,gateway-service-68ff9dfb68-89grp,20,178
2026-01-24T05:02:15,minishop,gateway-service-68ff9dfb68-hvzqb,7,178
2026-01-24T05:02:15,minishop,gateway-service-68ff9dfb68-kmm59,12,192
2026-01-24T05:02:15,minishop,gateway-service-68ff9dfb68-z6rgf,15,177
2026-01-24T05:02:15,minishop,order-service-578dc67d78-bffmv,4,159
2026-01-24T05:02:15,minishop,product-service-5b66b9564b-h8x4v,18,163
2026-01-24T05:02:18,minishop,gateway-service-68ff9dfb68-4l79c,40,177
2026-01-24T05:02:18,minishop,gateway-service-68ff9dfb68-4ppdj,24,179
2026-01-24T05:02:18,minishop,gateway-service-68ff9dfb68-89grp,20,178
2026-01-24T05:02:18,minishop,gateway-service-68ff9dfb68-hvzqb,7,178
2026-01-24T05:02:18,minishop,gateway-service-68ff9dfb68-kmm59,12,192
2026-01-24T05:02:18,minishop,gateway-service-68ff9dfb68-z6rgf,15,177
2026-01-24T05:02:18,minishop,order-service-578dc67d78-bffmv,4,159
2026-01-24T05:02:18,minishop,product-service-5b66b9564b-h8x4v,18,163
2026-01-24T05:02:20,minishop,gateway-service-68ff9dfb68-4l79c,40,177
2026-01-24T05:02:20,minishop,gateway-service-68ff9dfb68-4ppdj,24,179
2026-01-24T05:02:20,minishop,gateway-service-68ff9dfb68-89grp,20,178
2026-01-24T05:02:20,minishop,gateway-service-68ff9dfb68-hvzqb,7,178
2026-01-24T05:02:20,minishop,gateway-service-68ff9dfb68-kmm59,12,192
2026-01-24T05:02:20,minishop,gateway-service-68ff9dfb68-z6rgf,15,177
2026-01-24T05:02:20,minishop,order-service-578dc67d78-bffmv,4,159
2026-01-24T05:02:20,minishop,product-service-5b66b9564b-h8x4v,18,163
2026-01-24T05:02:23,minishop,gateway-service-68ff9dfb68-4l79c,40,177
2026-01-24T05:02:23,minishop,gateway-service-68ff9dfb68-4ppdj,24,179
2026-01-24T05:02:23,minishop,gateway-service-68ff9dfb68-89grp,20,178
2026-01-24T05:02:23,minishop,gateway-service-68ff9dfb68-hvzqb,7,178
2026-01-24T05:02:23,minishop,gateway-service-68ff9dfb68-kmm59,12,192
2026-01-24T05:02:23,minishop,gateway-service-68ff9dfb68-z6rgf,15,177
2026-01-24T05:02:23,minishop,order-service-578dc67d78-bffmv,4,159
