NAME                              CPU(cores)   MEMORY(bytes)   
gateway-service-967d96996-652wb   45m          177Mi           
gateway-service-967d96996-k74qq   35m          181Mi           
gateway-service-967d96996-n57zq   20m          180Mi           
gateway-service-967d96996-qn2vb   48m          172Mi           
gateway-service-967d96996-wg25k   13m          220Mi           
gateway-service-967d96996-xscps   18m          175Mi           
order-service-6957cffc98-r2np5    14m          184Mi           
product-service-bfd76d8d7-qjc46   11m          179Mi           
