LAST SEEN   TYPE      REASON              OBJECT                                  MESSAGE
26m         Normal    Scheduled           pod/nettest                             Successfully assigned minishop/nettest to minikube
26m         Normal    Created             pod/nettest                             Created container: nettest
26m         Normal    Started             pod/nettest                             Started container nettest
26m         Normal    Pulled              pod/nettest                             Container image "busybox:1.36" already present on machine
18m         Normal    Scheduled           pod/nettest                             Successfully assigned minishop/nettest to minikube
18m         Normal    Pulled              pod/nettest                             Container image "busybox:1.36" already present on machine
18m         Normal    Created             pod/nettest                             Created container: nettest
18m         Normal    Started             pod/nettest                             Started container nettest
18m         Normal    Scheduled           pod/nettest                             Successfully assigned minishop/nettest to minikube
18m         Normal    Pulled              pod/nettest                             Container image "busybox:1.36" already present on machine
18m         Normal    Created             pod/nettest                             Created container: nettest
18m         Normal    Started             pod/nettest                             Started container nettest
18m         Normal    Scheduled           pod/fortio-ae906b5d                     Successfully assigned minishop/fortio-ae906b5d to minikube
18m         Normal    Created             pod/fortio-ae906b5d                     Created container: fortio-ae906b5d
18m         Normal    Pulled              pod/fortio-ae906b5d                     Container image "fortio/fortio:1.63.0" already present on machine
17m         Normal    Started             pod/fortio-ae906b5d                     Started container fortio-ae906b5d
17m         Normal    Scheduled           pod/fortio-5b61d8ca                     Successfully assigned minishop/fortio-5b61d8ca to minikube
17m         Normal    Pulled              pod/fortio-5b61d8ca                     Container image "fortio/fortio:1.63.0" already present on machine
17m         Normal    Created             pod/fortio-5b61d8ca                     Created container: fortio-5b61d8ca
17m         Normal    Started             pod/fortio-5b61d8ca                     Started container fortio-5b61d8ca
17m         Normal    Scheduled           pod/fortio-de25b071                     Successfully assigned minishop/fortio-de25b071 to minikube
17m         Normal    Pulled              pod/fortio-de25b071                     Container image "fortio/fortio:1.63.0" already present on machine
17m         Normal    Created             pod/fortio-de25b071                     Created container: fortio-de25b071
17m         Normal    Started             pod/fortio-de25b071                     Started container fortio-de25b071
16m         Normal    Scheduled           pod/fortio-a06f7d81                     Successfully assigned minishop/fortio-a06f7d81 to minikube
16m         Normal    Created             pod/fortio-a06f7d81                     Created container: fortio-a06f7d81
