NAME                              CPU(cores)   MEMORY(bytes)   
gateway-service-967d96996-652wb   7m           190Mi           
gateway-service-967d96996-k74qq   46m          187Mi           
gateway-service-967d96996-n57zq   6m           188Mi           
gateway-service-967d96996-qn2vb   16m          186Mi           
gateway-service-967d96996-wg25k   29m          221Mi           
gateway-service-967d96996-xscps   13m          191Mi           
order-service-6957cffc98-r2np5    13m          185Mi           
product-service-bfd76d8d7-qjc46   15m          179Mi           
