timestamp,namespace,pod,cpu(m),memory(Mi)
2026-01-24T04:42:37,minishop,gateway-service-68ff9dfb68-kmm59,151,192
2026-01-24T04:42:37,minishop,order-service-578dc67d78-bffmv,4,158
2026-01-24T04:42:37,minishop,product-service-5b66b9564b-h8x4v,33,162
2026-01-24T04:42:40,minishop,gateway-service-68ff9dfb68-kmm59,151,192
2026-01-24T04:42:40,minishop,order-service-578dc67d78-bffmv,4,158
2026-01-24T04:42:40,minishop,product-service-5b66b9564b-h8x4v,33,162
2026-01-24T04:42:42,minishop,gateway-service-68ff9dfb68-kmm59,151,192
2026-01-24T04:42:42,minishop,order-service-578dc67d78-bffmv,4,158
2026-01-24T04:42:42,minishop,product-service-5b66b9564b-h8x4v,33,162
2026-01-24T04:42:45,minishop,gateway-service-68ff9dfb68-4l79c,490,137
2026-01-24T04:42:45,minishop,gateway-service-68ff9dfb68-hvzqb,488,136
2026-01-24T04:42:45,minishop,gateway-service-68ff9dfb68-kmm59,45,192
2026-01-24T04:42:45,minishop,order-service-578dc67d78-bffmv,5,158
2026-01-24T04:42:45,minishop,product-service-5b66b9564b-h8x4v,13,162
2026-01-24T04:42:47,minishop,gateway-service-68ff9dfb68-4l79c,490,137
2026-01-24T04:42:47,minishop,gateway-service-68ff9dfb68-hvzqb,488,136
2026-01-24T04:42:47,minishop,gateway-service-68ff9dfb68-kmm59,45,192
2026-01-24T04:42:47,minishop,order-service-578dc67d78-bffmv,5,158
2026-01-24T04:42:47,minishop,product-service-5b66b9564b-h8x4v,13,162
2026-01-24T04:42:50,minishop,gateway-service-68ff9dfb68-4l79c,490,137
2026-01-24T04:42:50,minishop,gateway-service-68ff9dfb68-hvzqb,488,136
2026-01-24T04:42:50,minishop,gateway-service-68ff9dfb68-kmm59,45,192
2026-01-24T04:42:50,minishop,order-service-578dc67d78-bffmv,5,158
2026-01-24T04:42:50,minishop,product-service-5b66b9564b-h8x4v,13,162
2026-01-24T04:42:53,minishop,gateway-service-68ff9dfb68-4l79c,490,137
2026-01-24T04:42:53,minishop,gateway-service-68ff9dfb68-hvzqb,488,136
2026-01-24T04:42:53,minishop,gateway-service-68ff9dfb68-kmm59,45,192
2026-01-24T04:42:53,minishop,order-service-578dc67d78-bffmv,5,158
2026-01-24T04:42:53,minishop,product-service-5b66b9564b-h8x4v,13,162
2026-01-24T04:42:55,minishop,gateway-service-68ff9dfb68-4l79c,490,137
2026-01-24T04:42:55,minishop,gateway-service-68ff9dfb68-hvzqb,488,136
2026-01-24T04:42:55,minishop,gateway-service-68ff9dfb68-kmm59,45,192
2026-01-24T04:42:55,minishop,order-service-578dc67d78-bffmv,5,158
2026-01-24T04:42:55,minishop,product-service-5b66b9564b-h8x4v,13,162
2026-01-24T04:42:58,minishop,gateway-service-68ff9dfb68-4l79c,490,137
2026-01-24T04:42:58,minishop,gateway-service-68ff9dfb68-hvzqb,488,136
2026-01-24T04:42:58,minishop,gateway-service-68ff9dfb68-kmm59,45,192
2026-01-24T04:42:58,minishop,order-service-578dc67d78-bffmv,5,158
2026-01-24T04:42:58,minishop,product-service-5b66b9564b-h8x4v,13,162
2026-01-24T04:43:01,minishop,gateway-service-68ff9dfb68-4l79c,490,137
