timestamp,namespace,pod,cpu(m),memory(Mi)
2026-01-24T05:03:56,minishop,gateway-service-68ff9dfb68-4l79c,69,181
2026-01-24T05:03:56,minishop,gateway-service-68ff9dfb68-4ppdj,12,179
2026-01-24T05:03:56,minishop,gateway-service-68ff9dfb68-89grp,22,178
2026-01-24T05:03:56,minishop,gateway-service-68ff9dfb68-hvzqb,24,179
2026-01-24T05:03:56,minishop,gateway-service-68ff9dfb68-kmm59,23,192
2026-01-24T05:03:56,minishop,gateway-service-68ff9dfb68-z6rgf,15,179
2026-01-24T05:03:56,minishop,order-service-578dc67d78-bffmv,5,159
2026-01-24T05:03:56,minishop,product-service-5b66b9564b-h8x4v,18,163
2026-01-24T05:03:59,minishop,gateway-service-68ff9dfb68-4l79c,69,181
2026-01-24T05:03:59,minishop,gateway-service-68ff9dfb68-4ppdj,12,179
2026-01-24T05:03:59,minishop,gateway-service-68ff9dfb68-89grp,22,178
2026-01-24T05:03:59,minishop,gateway-service-68ff9dfb68-hvzqb,24,179
2026-01-24T05:03:59,minishop,gateway-service-68ff9dfb68-kmm59,23,192
2026-01-24T05:03:59,minishop,gateway-service-68ff9dfb68-z6rgf,15,179
2026-01-24T05:03:59,minishop,order-service-578dc67d78-bffmv,5,159
2026-01-24T05:03:59,minishop,product-service-5b66b9564b-h8x4v,18,163
2026-01-24T05:04:01,minishop,gateway-service-68ff9dfb68-4l79c,69,181
2026-01-24T05:04:01,minishop,gateway-service-68ff9dfb68-4ppdj,12,179
2026-01-24T05:04:01,minishop,gateway-service-68ff9dfb68-89grp,22,178
2026-01-24T05:04:01,minishop,gateway-service-68ff9dfb68-hvzqb,24,179
2026-01-24T05:04:01,minishop,gateway-service-68ff9dfb68-kmm59,23,192
2026-01-24T05:04:01,minishop,gateway-service-68ff9dfb68-z6rgf,15,179
2026-01-24T05:04:01,minishop,order-service-578dc67d78-bffmv,5,159
2026-01-24T05:04:01,minishop,product-service-5b66b9564b-h8x4v,18,163
2026-01-24T05:04:04,minishop,gateway-service-68ff9dfb68-4l79c,69,181
2026-01-24T05:04:04,minishop,gateway-service-68ff9dfb68-4ppdj,12,179
2026-01-24T05:04:04,minishop,gateway-service-68ff9dfb68-89grp,22,178
2026-01-24T05:04:04,minishop,gateway-service-68ff9dfb68-hvzqb,24,179
2026-01-24T05:04:04,minishop,gateway-service-68ff9dfb68-kmm59,23,192
2026-01-24T05:04:04,minishop,gateway-service-68ff9dfb68-z6rgf,15,179
2026-01-24T05:04:04,minishop,order-service-578dc67d78-bffmv,5,159
2026-01-24T05:04:04,minishop,product-service-5b66b9564b-h8x4v,18,163
2026-01-24T05:04:06,minishop,gateway-service-68ff9dfb68-4l79c,69,181
2026-01-24T05:04:06,minishop,gateway-service-68ff9dfb68-4ppdj,12,179
2026-01-24T05:04:06,minishop,gateway-service-68ff9dfb68-89grp,22,178
2026-01-24T05:04:06,minishop,gateway-service-68ff9dfb68-hvzqb,24,179
2026-01-24T05:04:06,minishop,gateway-service-68ff9dfb68-kmm59,23,192
2026-01-24T05:04:06,minishop,gateway-service-68ff9dfb68-z6rgf,15,179
2026-01-24T05:04:06,minishop,order-service-578dc67d78-bffmv,5,159
2026-01-24T05:04:06,minishop,product-service-5b66b9564b-h8x4v,18,163
2026-01-24T05:04:08,minishop,gateway-service-68ff9dfb68-4l79c,69,181
2026-01-24T05:04:08,minishop,gateway-service-68ff9dfb68-4ppdj,12,179
2026-01-24T05:04:08,minishop,gateway-service-68ff9dfb68-89grp,22,178
2026-01-24T05:04:08,minishop,gateway-service-68ff9dfb68-hvzqb,24,179
2026-01-24T05:04:08,minishop,gateway-service-68ff9dfb68-kmm59,23,192
2026-01-24T05:04:08,minishop,gateway-service-68ff9dfb68-z6rgf,15,179
2026-01-24T05:04:08,minishop,order-service-578dc67d78-bffmv,5,159
2026-01-24T05:04:08,minishop,product-service-5b66b9564b-h8x4v,18,163
2026-01-24T05:04:11,minishop,gateway-service-68ff9dfb68-4l79c,69,181
2026-01-24T05:04:11,minishop,gateway-service-68ff9dfb68-4ppdj,12,179
2026-01-24T05:04:11,minishop,gateway-service-68ff9dfb68-89grp,22,178
