timestamp,namespace,pod,cpu(m),memory(Mi)
2026-01-24T04:34:42,minishop,gateway-service-68ff9dfb68-kmm59,7,190
2026-01-24T04:34:42,minishop,order-service-578dc67d78-bffmv,4,158
2026-01-24T04:34:42,minishop,product-service-5b66b9564b-h8x4v,4,162
2026-01-24T04:34:44,minishop,gateway-service-68ff9dfb68-kmm59,67,191
2026-01-24T04:34:44,minishop,order-service-578dc67d78-bffmv,6,158
2026-01-24T04:34:44,minishop,product-service-5b66b9564b-h8x4v,19,162
2026-01-24T04:34:47,minishop,gateway-service-68ff9dfb68-kmm59,67,191
2026-01-24T04:34:47,minishop,order-service-578dc67d78-bffmv,6,158
2026-01-24T04:34:47,minishop,product-service-5b66b9564b-h8x4v,19,162
2026-01-24T04:34:49,minishop,gateway-service-68ff9dfb68-kmm59,67,191
2026-01-24T04:34:49,minishop,order-service-578dc67d78-bffmv,6,158
2026-01-24T04:34:49,minishop,product-service-5b66b9564b-h8x4v,19,162
2026-01-24T04:34:52,minishop,gateway-service-68ff9dfb68-kmm59,67,191
2026-01-24T04:34:52,minishop,order-service-578dc67d78-bffmv,6,158
2026-01-24T04:34:52,minishop,product-service-5b66b9564b-h8x4v,19,162
2026-01-24T04:34:54,minishop,gateway-service-68ff9dfb68-kmm59,67,191
2026-01-24T04:34:54,minishop,order-service-578dc67d78-bffmv,6,158
2026-01-24T04:34:54,minishop,product-service-5b66b9564b-h8x4v,19,162
2026-01-24T04:34:57,minishop,gateway-service-68ff9dfb68-kmm59,67,191
2026-01-24T04:34:57,minishop,order-service-578dc67d78-bffmv,6,158
2026-01-24T04:34:57,minishop,product-service-5b66b9564b-h8x4v,19,162
2026-01-24T04:35:00,minishop,gateway-service-68ff9dfb68-kmm59,67,191
2026-01-24T04:35:00,minishop,order-service-578dc67d78-bffmv,6,158
2026-01-24T04:35:00,minishop,product-service-5b66b9564b-h8x4v,19,162
2026-01-24T04:35:02,minishop,gateway-service-68ff9dfb68-kmm59,67,191
2026-01-24T04:35:02,minishop,order-service-578dc67d78-bffmv,6,158
2026-01-24T04:35:02,minishop,product-service-5b66b9564b-h8x4v,19,162
2026-01-24T04:35:05,minishop,gateway-service-68ff9dfb68-kmm59,67,191
2026-01-24T04:35:05,minishop,order-service-578dc67d78-bffmv,6,158
2026-01-24T04:35:05,minishop,product-service-5b66b9564b-h8x4v,19,162
2026-01-24T04:35:07,minishop,gateway-service-68ff9dfb68-kmm59,67,191
2026-01-24T04:35:07,minishop,order-service-578dc67d78-bffmv,6,158
2026-01-24T04:35:07,minishop,product-service-5b66b9564b-h8x4v,19,162
2026-01-24T04:35:10,minishop,gateway-service-68ff9dfb68-kmm59,67,191
2026-01-24T04:35:10,minishop,order-service-578dc67d78-bffmv,6,158
2026-01-24T04:35:10,minishop,product-service-5b66b9564b-h8x4v,19,162
2026-01-24T04:35:13,minishop,gateway-service-68ff9dfb68-kmm59,67,191
2026-01-24T04:35:13,minishop,order-service-578dc67d78-bffmv,6,158
2026-01-24T04:35:13,minishop,product-service-5b66b9564b-h8x4v,19,162
2026-01-24T04:35:15,minishop,gateway-service-68ff9dfb68-kmm59,67,191
2026-01-24T04:35:15,minishop,order-service-578dc67d78-bffmv,6,158
2026-01-24T04:35:15,minishop,product-service-5b66b9564b-h8x4v,19,162
2026-01-24T04:35:18,minishop,gateway-service-68ff9dfb68-kmm59,67,191
2026-01-24T04:35:18,minishop,order-service-578dc67d78-bffmv,6,158
2026-01-24T04:35:18,minishop,product-service-5b66b9564b-h8x4v,19,162
2026-01-24T04:35:21,minishop,gateway-service-68ff9dfb68-kmm59,67,191
2026-01-24T04:35:21,minishop,order-service-578dc67d78-bffmv,6,158
2026-01-24T04:35:21,minishop,product-service-5b66b9564b-h8x4v,19,162
2026-01-24T04:35:23,minishop,gateway-service-68ff9dfb68-kmm59,67,191
2026-01-24T04:35:23,minishop,order-service-578dc67d78-bffmv,6,158
2026-01-24T04:35:23,minishop,product-service-5b66b9564b-h8x4v,19,162
2026-01-24T04:35:26,minishop,gateway-service-68ff9dfb68-kmm59,67,191
2026-01-24T04:35:26,minishop,order-service-578dc67d78-bffmv,6,158
2026-01-24T04:35:26,minishop,product-service-5b66b9564b-h8x4v,19,162
